g_id,node,chem
molecule_41,11,C
molecule_41,12,O
molecule_41,13,C
molecule_41,14,C
molecule_41,15,O
molecule_41,16,C
molecule_41,17,C
molecule_41,18,H
molecule_41,19,H
molecule_41,20,H
molecule_41,21,H
molecule_41,22,H
molecule_41,23,H
molecule_41,24,H
molecule_41,25,H
molecule_41,26,H
molecule_41,27,H
molecule_41,28,H
molecule_41,29,H
molecule_41,30,H
molecule_41,31,H
molecule_41,32,H
molecule_41,33,H
molecule_41,34,H
molecule_41,35,H
molecule_41,36,H
molecule_41,37,H
molecule_803,1,C
molecule_803,2,C
molecule_803,3,O
molecule_803,4,C
molecule_803,5,C
molecule_803,6,C
molecule_803,7,H
molecule_803,8,H
molecule_803,9,H
molecule_803,10,H
molecule_803,11,H
molecule_803,12,H
molecule_1065,1,C
molecule_1065,2,C
molecule_1065,3,C
molecule_1065,4,C
molecule_1065,5,C
molecule_1065,6,C
molecule_1065,7,C
molecule_1065,8,C
molecule_1065,9,C
molecule_1065,10,C
molecule_1065,11,C
molecule_1065,12,N
molecule_1065,13,C
molecule_1065,14,O
molecule_1065,15,H
molecule_1065,16,H
molecule_1065,17,H
molecule_1065,18,H
molecule_1065,19,H
molecule_1065,20,H
molecule_1065,21,H
molecule_1065,22,H
molecule_1065,23,H
molecule_1510,1,C
molecule_1510,2,C
molecule_1510,3,C
molecule_1510,4,C
molecule_1510,5,C
molecule_1510,6,N
molecule_1510,7,C
molecule_1510,8,N
molecule_1510,9,O
molecule_1510,10,C
molecule_1510,11,O
molecule_1510,12,O
molecule_1510,13,H
molecule_1510,14,H
molecule_1510,15,H
molecule_1510,16,H
molecule_1510,17,H
molecule_1510,18,H
molecule_1510,19,H
molecule_1510,20,H
molecule_1630,1,C
molecule_1630,2,C
molecule_1630,3,C
molecule_1630,4,C
molecule_1630,5,C
molecule_1630,6,C
molecule_1630,7,O
molecule_1630,8,O
molecule_1630,9,C
molecule_1630,10,C
molecule_1630,11,O
molecule_1630,12,O
molecule_1630,13,C
molecule_1630,14,C
molecule_1630,15,C
molecule_1630,16,C
molecule_1630,17,C
molecule_1630,18,C
molecule_1630,19,C
molecule_1630,20,C
molecule_1630,21,C
molecule_1630,22,C
molecule_1630,23,C
molecule_1630,24,H
molecule_1630,25,H
molecule_1630,26,H
molecule_1630,27,H
molecule_1630,28,H
molecule_1630,29,H
molecule_1630,30,H
molecule_1630,31,H
molecule_1630,32,H
molecule_1630,33,H
molecule_1630,34,H
molecule_1630,35,H
molecule_1630,36,H
molecule_1630,37,H
molecule_1630,38,H
molecule_1630,39,H
molecule_1630,40,H
molecule_1630,41,H
molecule_1630,42,H
molecule_1630,43,H
molecule_756,1,C
molecule_756,2,O
molecule_756,3,C
molecule_756,4,N
molecule_756,5,C
molecule_756,6,C
molecule_756,7,Cl
molecule_756,8,C
molecule_756,9,C
molecule_756,10,C
molecule_756,11,C
molecule_756,12,C
molecule_756,13,C
molecule_756,14,Cl
molecule_756,15,C
molecule_756,16,O
molecule_756,17,C
molecule_756,18,C
molecule_756,19,N
molecule_756,20,C
molecule_756,21,Cl
molecule_756,22,C
molecule_756,23,C
molecule_756,24,Cl
molecule_756,25,H
molecule_756,26,H
molecule_756,27,H
molecule_756,28,H
molecule_756,29,H
molecule_756,30,H
molecule_756,31,H
molecule_756,32,H
molecule_1640,1,S
molecule_1640,2,C
molecule_1640,3,O
molecule_1640,4,O
molecule_1640,5,O
molecule_1640,6,C
molecule_1640,7,C
molecule_1640,8,C
molecule_1640,9,N
molecule_1640,10,C
molecule_1640,11,C
molecule_1640,12,C
molecule_1640,13,H
molecule_1640,14,H
molecule_1640,15,H
molecule_1640,16,H
molecule_1640,17,H
molecule_1640,18,H
molecule_1640,19,H
molecule_1640,20,H
molecule_1640,21,H
molecule_1287,1,C
molecule_1287,2,C
molecule_1287,3,C
molecule_1287,4,C
molecule_1287,5,C
molecule_1287,6,C
molecule_1287,7,C
molecule_1287,8,N
molecule_1287,9,C
molecule_1287,10,C
molecule_1287,11,C
molecule_1287,12,C
molecule_1287,13,O
molecule_1287,14,O
molecule_1287,15,H
molecule_1287,16,H
molecule_1287,17,H
molecule_1287,18,H
molecule_1287,19,H
molecule_1287,20,H
molecule_1287,21,H
molecule_1287,22,H
molecule_1287,23,H
molecule_1206,1,C
molecule_1206,2,C
molecule_1206,3,N
molecule_1206,4,C
molecule_1206,5,C
molecule_1206,6,N
molecule_1206,7,C
molecule_1206,8,C
molecule_1206,9,C
molecule_1206,10,O
molecule_1206,11,O
molecule_1206,12,C
molecule_1206,13,O
molecule_1206,14,C
molecule_1206,15,C
molecule_1206,16,C
molecule_1206,17,S
molecule_1206,18,N
molecule_1206,19,O
molecule_1206,20,O
molecule_1206,21,H
molecule_1206,22,H
molecule_1206,23,H
molecule_1206,24,H
molecule_1206,25,H
molecule_1206,26,H
molecule_1206,27,H
molecule_1576,1,C
molecule_1576,2,C
molecule_1576,3,N
molecule_1576,4,C
molecule_1576,5,N
molecule_1576,6,C
molecule_1576,7,C
molecule_1576,8,C
molecule_1576,9,C
molecule_1576,10,C
molecule_1576,11,C
molecule_1576,12,N
molecule_1576,13,C
molecule_1576,14,C
molecule_1576,15,O
molecule_1576,16,O
molecule_1576,17,C
molecule_1576,18,N
molecule_1576,19,O
molecule_1576,20,O
molecule_1576,21,H
molecule_1576,22,H
molecule_1576,23,H
molecule_1576,24,H
molecule_1576,25,H
molecule_1576,26,H
molecule_1545,1,C
molecule_1545,2,C
molecule_1545,3,N
molecule_1545,4,C
molecule_1545,5,C
molecule_1545,6,C
molecule_1545,7,C
molecule_1545,8,C
molecule_1545,9,C
molecule_1545,10,C
molecule_1545,11,N
molecule_1545,12,H
molecule_1545,13,H
molecule_1545,14,H
molecule_1545,15,H
molecule_1545,16,H
molecule_1545,17,H
molecule_1545,18,H
molecule_1545,19,H
molecule_333,1,C
molecule_333,2,C
molecule_333,3,C
molecule_333,4,C
molecule_333,5,C
molecule_333,6,C
molecule_333,7,C
molecule_333,8,C
molecule_333,9,C
molecule_333,10,N
molecule_333,11,C
molecule_333,12,C
molecule_333,13,C
molecule_333,14,Cl
molecule_333,15,H
molecule_333,16,H
molecule_333,17,H
molecule_333,18,H
molecule_333,19,H
molecule_333,20,H
molecule_333,21,H
molecule_333,22,H
molecule_333,23,H
molecule_333,24,H
molecule_333,25,H
molecule_333,26,H
molecule_1963,1,C
molecule_1963,2,C
molecule_1963,3,C
molecule_1963,4,O
molecule_1963,5,C
molecule_1963,6,C
molecule_1963,7,C
molecule_1963,8,C
molecule_1963,9,C
molecule_1963,10,O
molecule_1963,11,C
molecule_1963,12,C
molecule_1963,13,C
molecule_1963,14,O
molecule_1963,15,C
molecule_1963,16,O
molecule_1963,17,C
molecule_1963,18,O
molecule_1963,19,C
molecule_1963,20,C
molecule_1963,21,C
molecule_1963,22,C
molecule_1963,23,C
molecule_1963,24,O
molecule_1963,25,H
molecule_1963,26,H
molecule_1963,27,H
molecule_1963,28,H
molecule_1963,29,H
molecule_1963,30,H
molecule_1963,31,H
molecule_1963,32,H
molecule_1963,33,H
molecule_1963,34,H
molecule_1963,35,H
molecule_1963,36,H
molecule_1963,37,H
molecule_1963,38,H
molecule_335,1,C
molecule_335,2,C
molecule_335,3,C
molecule_335,4,C
molecule_335,5,C
molecule_335,6,O
molecule_335,7,C
molecule_335,8,N
molecule_335,9,O
molecule_335,10,C
molecule_335,11,H
molecule_335,12,H
molecule_335,13,H
molecule_335,14,H
molecule_335,15,H
molecule_335,16,H
molecule_335,17,H
molecule_562,1,C
molecule_562,2,N
molecule_562,3,C
molecule_562,4,C
molecule_562,5,C
molecule_562,6,O
molecule_562,7,C
molecule_562,8,C
molecule_562,9,O
molecule_562,10,C
molecule_562,11,H
molecule_562,12,H
molecule_562,13,H
molecule_562,14,H
molecule_562,15,H
molecule_562,16,H
molecule_562,17,H
molecule_1620,1,N
molecule_1620,2,C
molecule_1620,3,O
molecule_1620,4,O
molecule_1620,5,H
molecule_1620,6,H
molecule_1620,7,H
molecule_616,1,C
molecule_616,2,C
molecule_616,3,O
molecule_616,4,C
molecule_616,5,C
molecule_616,6,C
molecule_616,7,C
molecule_616,8,C
molecule_616,9,C
molecule_616,10,H
molecule_616,11,H
molecule_616,12,H
molecule_616,13,H
molecule_616,14,H
molecule_616,15,H
molecule_616,16,H
molecule_616,17,H
molecule_616,18,H
molecule_616,19,H
molecule_616,20,H
molecule_616,21,H
molecule_616,22,H
molecule_616,23,H
molecule_616,24,H
molecule_616,25,H
molecule_984,1,C
molecule_984,2,C
molecule_984,3,C
molecule_984,4,N
molecule_984,5,S
molecule_984,6,O
molecule_984,7,O
molecule_984,8,C
molecule_984,9,C
molecule_984,10,C
molecule_984,11,C
molecule_984,12,O
molecule_984,13,C
molecule_984,14,C
molecule_984,15,Br
molecule_984,16,H
molecule_984,17,H
molecule_984,18,H
molecule_984,19,H
molecule_984,20,H
molecule_984,21,H
molecule_984,22,H
molecule_984,23,H
molecule_984,24,H
molecule_984,25,H
molecule_984,26,H
molecule_984,27,H
molecule_984,28,H
molecule_984,29,H
molecule_984,30,H
molecule_984,31,H
molecule_767,1,N
molecule_767,2,C
molecule_767,3,O
molecule_767,4,O
molecule_767,5,C
molecule_767,6,H
molecule_767,7,H
molecule_767,8,H
molecule_767,9,H
molecule_767,10,H
molecule_1223,1,C
molecule_1223,2,C
molecule_1223,3,N
molecule_1223,4,C
molecule_1223,5,N
molecule_1223,6,N
molecule_1223,7,C
molecule_1223,8,C
molecule_1223,9,C
molecule_1223,10,C
molecule_1223,11,N
molecule_1223,12,C
molecule_1223,13,O
molecule_1223,14,O
molecule_1223,15,C
molecule_1223,16,C
molecule_1223,17,C
molecule_1223,18,C
molecule_1223,19,C
molecule_1223,20,H
molecule_1223,21,H
molecule_1223,22,H
molecule_1223,23,H
molecule_1223,24,H
molecule_1223,25,H
molecule_1223,26,H
molecule_1223,27,H
molecule_1223,28,H
molecule_1223,29,H
molecule_662,1,C
molecule_662,2,C
molecule_662,3,C
molecule_662,4,C
molecule_662,5,C
molecule_662,6,C
molecule_662,7,C
molecule_662,8,O
molecule_662,9,C
molecule_662,10,C
molecule_662,11,O
molecule_662,12,C
molecule_662,13,O
molecule_662,14,C
molecule_662,15,C
molecule_662,16,O
molecule_662,17,C
molecule_662,18,C
molecule_662,19,C
molecule_662,20,O
molecule_662,21,C
molecule_662,22,O
molecule_662,23,C
molecule_662,24,O
molecule_662,25,C
molecule_662,26,O
molecule_662,27,C
molecule_662,28,O
molecule_662,29,C
molecule_662,30,C
molecule_662,31,C
molecule_662,32,C
molecule_662,33,C
molecule_662,34,N
molecule_662,35,C
molecule_662,36,C
molecule_662,37,O
molecule_662,38,C
molecule_662,39,H
molecule_662,40,H
molecule_662,41,H
molecule_662,42,H
molecule_662,43,H
molecule_662,44,H
molecule_662,45,H
molecule_662,46,H
molecule_662,47,H
molecule_662,48,H
molecule_662,49,H
molecule_662,50,H
molecule_662,51,H
molecule_662,52,H
molecule_662,53,H
molecule_662,54,H
molecule_662,55,H
molecule_662,56,H
molecule_662,57,H
molecule_662,58,H
molecule_662,59,H
molecule_662,60,H
molecule_662,61,H
molecule_662,62,H
molecule_662,63,H
molecule_662,64,H
molecule_662,65,H
molecule_662,66,H
molecule_662,67,H
molecule_1628,1,C
molecule_1628,2,C
molecule_1628,3,C
molecule_1628,4,Br
molecule_1628,5,N
molecule_1628,6,O
molecule_1628,7,H
molecule_1628,8,H
molecule_1628,9,H
molecule_1628,10,H
molecule_1628,11,H
molecule_1628,12,H
molecule_1642,1,C
molecule_1642,2,C
molecule_1642,3,C
molecule_1642,4,C
molecule_1642,5,C
molecule_1642,6,C
molecule_1642,7,C
molecule_1642,8,C
molecule_1642,9,C
molecule_1642,10,C
molecule_1642,11,C
molecule_1642,12,C
molecule_1642,13,C
molecule_1642,14,O
molecule_1642,15,C
molecule_1642,16,C
molecule_1642,17,C
molecule_1642,18,C
molecule_1642,19,C
molecule_1642,20,C
molecule_1642,21,C
molecule_1642,22,C
molecule_1642,23,H
molecule_1642,24,H
molecule_1642,25,H
molecule_1642,26,H
molecule_1642,27,H
molecule_1642,28,H
molecule_1642,29,H
molecule_1642,30,H
molecule_1642,31,H
molecule_1642,32,H
molecule_1642,33,H
molecule_1642,34,H
molecule_1182,1,C
molecule_1182,2,C
molecule_1182,3,Cl
molecule_1182,4,Cl
molecule_1182,5,Cl
molecule_1182,6,C
molecule_1182,7,C
molecule_1182,8,C
molecule_1182,9,C
molecule_1182,10,C
molecule_1182,11,Cl
molecule_1182,12,Cl
molecule_1182,13,H
molecule_1182,14,H
molecule_1182,15,H
molecule_22,1,C
molecule_22,2,C
molecule_22,3,C
molecule_22,4,C
molecule_22,5,O
molecule_22,6,C
molecule_22,7,C
molecule_22,8,C
molecule_22,9,C
molecule_22,10,C
molecule_22,11,C
molecule_22,12,C
molecule_22,13,C
molecule_22,14,H
molecule_22,15,H
molecule_22,16,H
molecule_22,17,H
molecule_22,18,H
molecule_22,19,H
molecule_22,20,H
molecule_22,21,H
molecule_22,22,H
molecule_22,23,H
molecule_22,24,H
molecule_22,25,H
molecule_22,26,H
molecule_22,27,H
molecule_22,28,H
molecule_22,29,H
molecule_22,30,H
molecule_22,31,H
molecule_22,32,H
molecule_22,33,H
molecule_22,34,H
molecule_22,35,H
molecule_1380,1,C
molecule_1380,2,C
molecule_1380,3,O
molecule_1380,4,C
molecule_1380,5,C
molecule_1380,6,C
molecule_1380,7,N
molecule_1380,8,C
molecule_1380,9,C
molecule_1380,10,C
molecule_1380,11,C
molecule_1380,12,C
molecule_1380,13,C
molecule_1380,14,O
molecule_1380,15,O
molecule_1380,16,C
molecule_1380,17,C
molecule_1380,18,C
molecule_1380,19,C
molecule_1380,20,C
molecule_1380,21,C
molecule_1380,22,O
molecule_1380,23,H
molecule_1380,24,H
molecule_1380,25,H
molecule_1380,26,H
molecule_1380,27,H
molecule_1380,28,H
molecule_1380,29,H
molecule_1380,30,H
molecule_1380,31,H
molecule_1380,32,H
molecule_1380,33,H
molecule_1380,34,H
molecule_1380,35,H
molecule_1380,36,H
molecule_1380,37,H
molecule_1380,38,H
molecule_1380,39,H
molecule_1380,40,H
molecule_1380,41,H
molecule_1380,42,H
molecule_1380,43,H
molecule_1981,1,C
molecule_1981,2,C
molecule_1981,3,C
molecule_1981,4,C
molecule_1981,5,C
molecule_1981,6,C
molecule_1981,7,C
molecule_1981,8,C
molecule_1981,9,N
molecule_1981,10,C
molecule_1981,11,C
molecule_1981,12,C
molecule_1981,13,C
molecule_1981,14,C
molecule_1981,15,C
molecule_1981,16,C
molecule_1981,17,C
molecule_1981,18,C
molecule_1981,19,C
molecule_1981,20,C
molecule_1981,21,C
molecule_1981,22,C
molecule_1981,23,H
molecule_1981,24,H
molecule_1981,25,H
molecule_1981,26,H
molecule_1981,27,H
molecule_1981,28,H
molecule_1981,29,H
molecule_1981,30,H
molecule_1981,31,H
molecule_1981,32,H
molecule_1981,33,H
molecule_1981,34,H
molecule_1981,35,H
molecule_1981,36,H
molecule_1981,37,H
molecule_316,1,C
molecule_316,2,C
molecule_316,3,C
molecule_316,4,C
molecule_316,5,N
molecule_316,6,C
molecule_316,7,C
molecule_316,8,C
molecule_316,9,C
molecule_316,10,C
molecule_316,11,C
molecule_316,12,O
molecule_316,13,C
molecule_316,14,N
molecule_316,15,O
molecule_316,16,O
molecule_316,17,H
molecule_316,18,H
molecule_316,19,H
molecule_316,20,H
molecule_316,21,H
molecule_316,22,H
molecule_316,23,H
molecule_316,24,H
molecule_316,25,H
molecule_316,26,H
molecule_316,27,H
molecule_316,28,H
molecule_2243,1,C
molecule_2243,2,C
molecule_2243,3,O
molecule_2243,4,C
molecule_2243,5,S
molecule_2243,6,C
molecule_2243,7,C
molecule_2243,8,C
molecule_2243,9,C
molecule_2243,10,C
molecule_2243,11,C
molecule_2243,12,C
molecule_2243,13,C
molecule_2243,14,C
molecule_2243,15,H
molecule_2243,16,H
molecule_2243,17,H
molecule_2243,18,H
molecule_2243,19,H
molecule_2243,20,H
molecule_2243,21,H
molecule_2243,22,H
molecule_3,1,C
molecule_3,2,C
molecule_3,3,S
molecule_3,4,C
molecule_3,5,C
molecule_3,6,N
molecule_3,7,C
molecule_3,8,C
molecule_3,9,O
molecule_3,10,O
molecule_3,11,N
molecule_3,12,C
molecule_3,13,O
molecule_3,14,O
molecule_3,15,C
molecule_3,16,C
molecule_3,17,N
molecule_3,18,O
molecule_3,19,C
molecule_3,20,N
molecule_3,21,H
molecule_3,22,H
molecule_3,23,H
molecule_3,24,H
molecule_3,25,H
molecule_3,26,H
molecule_3,27,H
molecule_3,28,H
molecule_3,29,H
molecule_3,30,H
molecule_3,31,H
molecule_3,32,H
molecule_1480,1,C
molecule_1480,2,N
molecule_1480,3,N
molecule_1480,4,N
molecule_1480,5,C
molecule_1480,6,C
molecule_1480,7,C
molecule_1480,8,N
molecule_1480,9,N
molecule_1480,10,Cl
molecule_1480,11,C
molecule_1480,12,C
molecule_1480,13,C
molecule_1480,14,C
molecule_1480,15,C
molecule_1480,16,H
molecule_1480,17,H
molecule_1480,18,H
molecule_1480,19,H
molecule_1480,20,H
molecule_1480,21,H
molecule_1480,22,H
molecule_1480,23,H
molecule_1480,24,H
molecule_1480,25,H
molecule_1480,26,H
molecule_1480,27,H
molecule_1480,28,H
molecule_1480,29,H
molecule_1480,30,H
molecule_1480,31,H
molecule_987,1,C
molecule_987,2,C
molecule_987,3,C
molecule_987,4,N
molecule_987,5,C
molecule_987,6,C
molecule_987,7,C
molecule_987,8,C
molecule_987,9,C
molecule_987,10,C
molecule_987,11,O
molecule_987,12,H
molecule_987,13,H
molecule_987,14,H
molecule_987,15,H
molecule_987,16,H
molecule_987,17,H
molecule_987,18,H
molecule_2111,1,C
molecule_2111,2,C
molecule_2111,3,C
molecule_2111,4,C
molecule_2111,5,C
molecule_2111,6,C
molecule_2111,7,C
molecule_2111,8,O
molecule_2111,9,C
molecule_2111,10,O
molecule_2111,11,C
molecule_2111,12,O
molecule_2111,13,C
molecule_2111,14,C
molecule_2111,15,C
molecule_2111,16,C
molecule_2111,17,C
molecule_2111,18,O
molecule_2111,19,C
molecule_2111,20,O
molecule_2111,21,O
molecule_2111,22,O
molecule_2111,23,H
molecule_2111,24,H
molecule_2111,25,H
molecule_2111,26,H
molecule_2111,27,H
molecule_2111,28,H
molecule_2111,29,H
molecule_2111,30,H
molecule_2227,1,C
molecule_2227,2,C
molecule_2227,3,C
molecule_2227,4,C
molecule_2227,5,C
molecule_2227,6,O
molecule_2227,7,C
molecule_2227,8,C
molecule_2227,9,C
molecule_2227,10,C
molecule_2227,11,C
molecule_2227,12,Br
molecule_2227,13,O
molecule_2227,14,O
molecule_2227,15,C
molecule_2227,16,H
molecule_2227,17,H
molecule_2227,18,H
molecule_2227,19,H
molecule_2227,20,H
molecule_2227,21,H
molecule_2227,22,H
molecule_2227,23,H
molecule_2227,24,H
molecule_1500,1,P
molecule_1500,2,S
molecule_1500,3,O
molecule_1500,4,O
molecule_1500,5,S
molecule_1500,6,C
molecule_1500,7,C
molecule_1500,8,C
molecule_1500,9,S
molecule_1500,10,C
molecule_1500,11,C
molecule_1500,12,C
molecule_1500,13,C
molecule_1500,14,C
molecule_1500,15,C
molecule_1500,16,H
molecule_1500,17,H
molecule_1500,18,H
molecule_1500,19,H
molecule_1500,20,H
molecule_1500,21,H
molecule_1500,22,H
molecule_1500,23,H
molecule_1500,24,H
molecule_1500,25,H
molecule_1500,26,H
molecule_1500,27,H
molecule_1500,28,H
molecule_1500,29,H
molecule_1500,30,H
molecule_1500,31,H
molecule_1500,32,H
molecule_1500,33,H
molecule_1500,34,H
molecule_1500,35,H
molecule_1500,36,H
molecule_1948,1,P
molecule_1948,2,O
molecule_1948,3,O
molecule_1948,4,O
molecule_1948,5,S
molecule_1948,6,C
molecule_1948,7,C
molecule_1948,8,C
molecule_1948,9,C
molecule_1948,10,N
molecule_1948,11,C
molecule_1948,12,Cl
molecule_1948,13,C
molecule_1948,14,C
molecule_1948,15,Cl
molecule_1948,16,Cl
molecule_1948,17,H
molecule_1948,18,H
molecule_1948,19,H
molecule_1948,20,H
molecule_1948,21,H
molecule_1948,22,H
molecule_1948,23,H
molecule_1145,1,C
molecule_1145,2,C
molecule_1145,3,C
molecule_1145,4,C
molecule_1145,5,C
molecule_1145,6,C
molecule_1145,7,C
molecule_1145,8,C
molecule_1145,9,C
molecule_1145,10,C
molecule_1145,11,C
molecule_1145,12,C
molecule_1145,13,N
molecule_1145,14,H
molecule_1145,15,H
molecule_1145,16,H
molecule_1145,17,H
molecule_1145,18,H
molecule_1145,19,H
molecule_1145,20,H
molecule_1145,21,H
molecule_1145,22,H
molecule_1145,23,H
molecule_1145,24,H
molecule_1216,1,C
molecule_1216,2,C
molecule_1216,3,C
molecule_1216,4,C
molecule_1216,5,C
molecule_1216,6,C
molecule_1216,7,C
molecule_1216,8,C
molecule_1216,9,C
molecule_1216,10,C
molecule_1216,11,C
molecule_1216,12,C
molecule_1216,13,C
molecule_1216,14,C
molecule_1216,15,C
molecule_1216,16,C
molecule_1216,17,H
molecule_1216,18,H
molecule_1216,19,H
molecule_1216,20,H
molecule_1216,21,H
molecule_1216,22,H
molecule_1216,23,H
molecule_1216,24,H
molecule_1216,25,H
molecule_1216,26,H
molecule_1216,27,H
molecule_1216,28,H
molecule_1216,29,H
molecule_1216,30,H
molecule_2078,1,C
molecule_2078,2,C
molecule_2078,3,C
molecule_2078,4,C
molecule_2078,5,C
molecule_2078,6,N
molecule_2078,7,O
molecule_2078,8,S
molecule_2078,9,N
molecule_2078,10,C
molecule_2078,11,O
molecule_2078,12,O
molecule_2078,13,C
molecule_2078,14,C
molecule_2078,15,C
molecule_2078,16,C
molecule_2078,17,C
molecule_2078,18,C
molecule_2078,19,H
molecule_2078,20,H
molecule_2078,21,H
molecule_2078,22,H
molecule_2078,23,H
molecule_2078,24,H
molecule_2078,25,H
molecule_2078,26,H
molecule_2078,27,H
molecule_2078,28,H
molecule_1645,1,C
molecule_1645,2,C
molecule_1645,3,O
molecule_1645,4,O
molecule_1645,5,C
molecule_1645,6,C
molecule_1645,7,C
molecule_1645,8,C
molecule_1645,9,C
molecule_1645,10,C
molecule_1645,11,C
molecule_1645,12,H
molecule_1645,13,H
molecule_1645,14,H
molecule_1645,15,H
molecule_1645,16,H
molecule_1645,17,H
molecule_1645,18,H
molecule_1645,19,H
molecule_1645,20,H
molecule_1645,21,H
molecule_1645,22,H
molecule_1645,23,H
molecule_1645,24,H
molecule_1645,25,H
molecule_1645,26,H
molecule_1645,27,H
molecule_1645,28,H
molecule_1645,29,H
molecule_1998,1,C
molecule_1998,2,C
molecule_1998,3,C
molecule_1998,4,C
molecule_1998,5,C
molecule_1998,6,N
molecule_1998,7,C
molecule_1998,8,C
molecule_1998,9,O
molecule_1998,10,O
molecule_1998,11,C
molecule_1998,12,H
molecule_1998,13,H
molecule_1998,14,H
molecule_1998,15,H
molecule_1998,16,H
molecule_1998,17,H
molecule_1998,18,H
molecule_1998,19,H
molecule_1998,20,H
molecule_1494,1,C
molecule_1494,2,O
molecule_1494,3,C
molecule_1494,4,C
molecule_1494,5,C
molecule_1494,6,C
molecule_1494,7,C
molecule_1494,8,C
molecule_1494,9,C
molecule_1494,10,C
molecule_1494,11,C
molecule_1494,12,C
molecule_1494,13,N
molecule_1494,14,C
molecule_1494,15,H
molecule_1494,16,H
molecule_1494,17,H
molecule_1494,18,H
molecule_1494,19,H
molecule_1494,20,H
molecule_1494,21,H
molecule_1494,22,H
molecule_1494,23,H
molecule_1494,24,H
molecule_1494,25,H
molecule_2030,1,C
molecule_2030,2,C
molecule_2030,3,C
molecule_2030,4,O
molecule_2030,5,C
molecule_2030,6,C
molecule_2030,7,C
molecule_2030,8,C
molecule_2030,9,C
molecule_2030,10,O
molecule_2030,11,C
molecule_2030,12,C
molecule_2030,13,C
molecule_2030,14,O
molecule_2030,15,C
molecule_2030,16,C
molecule_2030,17,C
molecule_2030,18,O
molecule_2030,19,C
molecule_2030,20,C
molecule_2030,21,C
molecule_2030,22,C
molecule_2030,23,C
molecule_2030,24,C
molecule_2030,25,C
molecule_2030,26,O
molecule_2030,27,O
molecule_2030,28,C
molecule_2030,29,C
molecule_2030,30,H
molecule_2030,31,H
molecule_2030,32,H
molecule_2030,33,H
molecule_2030,34,H
molecule_2030,35,H
molecule_2030,36,H
molecule_2030,37,H
molecule_2030,38,H
molecule_2030,39,H
molecule_2030,40,H
molecule_2030,41,H
molecule_2030,42,H
molecule_2030,43,H
molecule_2030,44,H
molecule_2030,45,H
molecule_2030,46,H
molecule_2030,47,H
molecule_2030,48,H
molecule_2030,49,H
molecule_2030,50,H
molecule_2030,51,H
molecule_2239,1,C
molecule_2239,2,C
molecule_2239,3,C
molecule_2239,4,C
molecule_2239,5,C
molecule_2239,6,C
molecule_2239,7,N
molecule_2239,8,C
molecule_2239,9,C
molecule_2239,10,C
molecule_2239,11,C
molecule_2239,12,C
molecule_2239,13,C
molecule_2239,14,C
molecule_2239,15,N
molecule_2239,16,C
molecule_2239,17,O
molecule_2239,18,O
molecule_2239,19,O
molecule_2239,20,H
molecule_2239,21,H
molecule_2239,22,H
molecule_2239,23,H
molecule_2239,24,H
molecule_2239,25,H
molecule_2239,26,H
molecule_2239,27,H
molecule_2239,28,H
molecule_2239,29,H
molecule_2239,30,H
molecule_2239,31,H
molecule_257,1,C
molecule_257,2,C
molecule_257,3,C
molecule_257,4,C
molecule_257,5,C
molecule_257,6,Br
molecule_257,7,Br
molecule_257,8,Br
molecule_257,9,O
molecule_257,10,H
molecule_257,11,H
molecule_257,12,H
molecule_257,13,H
molecule_257,14,H
molecule_257,15,H
molecule_257,16,H
molecule_257,17,H
molecule_257,18,H
molecule_1424,1,C
molecule_1424,2,N
molecule_1424,3,C
molecule_1424,4,S
molecule_1424,5,C
molecule_1424,6,N
molecule_1424,7,C
molecule_1424,8,O
molecule_1424,9,C
molecule_1424,10,O
molecule_1424,11,C
molecule_1424,12,O
molecule_1424,13,C
molecule_1424,14,O
molecule_1424,15,C
molecule_1424,16,O
molecule_1424,17,O
molecule_1424,18,H
molecule_1424,19,H
molecule_1424,20,H
molecule_1424,21,H
molecule_1424,22,H
molecule_1424,23,H
molecule_1424,24,H
molecule_1424,25,H
molecule_1424,26,H
molecule_1424,27,H
molecule_1424,28,H
molecule_1424,29,H
molecule_1424,30,H
molecule_1424,31,H
molecule_1424,32,H
molecule_1424,33,H
molecule_638,1,N
molecule_638,2,C
molecule_638,3,C
molecule_638,4,C
molecule_638,5,C
molecule_638,6,C
molecule_638,7,C
molecule_638,8,C
molecule_638,9,C
molecule_638,10,C
molecule_638,11,C
molecule_638,12,C
molecule_638,13,C
molecule_638,14,H
molecule_638,15,H
molecule_638,16,H
molecule_638,17,H
molecule_638,18,H
molecule_638,19,H
molecule_638,20,H
molecule_638,21,H
molecule_638,22,H
molecule_638,23,H
molecule_638,24,H
molecule_638,25,H
molecule_638,26,H
molecule_638,27,H
molecule_638,28,H
molecule_638,29,H
molecule_638,30,H
molecule_638,31,H
molecule_638,32,H
molecule_638,33,H
molecule_638,34,H
molecule_638,35,H
molecule_638,36,H
molecule_638,37,H
molecule_638,38,H
molecule_638,39,H
molecule_638,40,H
molecule_1121,1,C
molecule_1121,2,C
molecule_1121,3,C
molecule_1121,4,O
molecule_1121,5,C
molecule_1121,6,O
molecule_1121,7,C
molecule_1121,8,O
molecule_1121,9,C
molecule_1121,10,O
molecule_1121,11,N
molecule_1121,12,O
molecule_1121,13,O
molecule_1121,14,H
molecule_1121,15,H
molecule_1121,16,H
molecule_1121,17,H
molecule_1121,18,H
molecule_1121,19,H
