g_id,node,type,x,y
image3_45,13,intersection,194,61
image3_45,14,intersection,411,135
image3_45,15,corner,75,368
image3_45,16,intersection,233,91
image3_45,17,corner,242,302
image3_45,18,intersection,265,373
image3_45,19,intersection,288,64
image3_45,20,intersection,431,116
image3_45,21,corner,217,63
image21_43,0,corner,337,377
image21_43,1,endpoint,202,421
image21_43,2,corner,219,347
image21_43,3,corner,370,143
image21_43,4,corner,207,257
image21_43,5,corner,265,392
image21_43,6,intersection,285,375
image21_43,7,corner,219,280
image21_43,8,intersection,333,274
image21_43,9,corner,101,1
image21_43,10,corner,429,-10
image21_43,11,corner,361,350
image21_43,12,corner,345,232
image21_43,13,endpoint,362,96
image21_43,14,intersection,252,242
image21_43,15,corner,87,514
image21_43,16,corner,436,534
image21_43,17,intersection,339,173
image21_43,18,corner,221,161
image3_39,0,corner,65,271
image3_39,1,corner,106,342
image3_39,2,corner,101,181
image3_39,3,corner,98,405
image3_39,4,corner,414,408
image3_39,5,circle,257,308
image3_39,6,corner,417,350
image17_17,0,corner,540,206
image17_17,1,intersection,385,206
image17_17,2,corner,528,324
image17_17,3,corner,2,328
image17_17,4,intersection,381,328
image17_17,5,corner,-20,198
image17_17,6,circle,449,247
image2_31,0,corner,21,490
image2_31,1,corner,465,367
image2_31,2,corner,498,426
image2_31,3,corner,462,423
image2_31,4,corner,61,438
image2_31,5,corner,500,494
image2_31,6,corner,61,486
image2_31,7,corner,459,407
image2_31,8,corner,25,426
image2_31,9,intersection,474,418
image2_31,10,corner,349,43
image2_31,11,intersection,54,422
image2_31,12,corner,452,24
image2_31,13,corner,470,495
image9_31,0,corner,99,276
image9_31,1,corner,424,102
image9_31,2,corner,31,18
image9_31,3,corner,105,95
image9_31,4,corner,424,180
image9_31,5,corner,27,495
image9_31,6,corner,427,421
image9_31,7,corner,496,21
image9_31,8,corner,96,414
image9_31,9,corner,489,499
image7_39,0,corner,85,350
image7_39,1,corner,217,62
image7_39,2,intersection,126,257
image7_39,3,corner,421,148
image7_39,4,endpoint,81,260
image7_39,5,intersection,407,251
image7_39,6,corner,322,446
image7_39,7,corner,383,238
image7_39,8,endpoint,430,264
image7_39,9,corner,398,251
image4_34,0,corner,-6,-18
image4_34,1,corner,-18,497
image4_34,2,corner,533,511
image4_34,3,corner,462,534
image4_34,4,corner,539,-8
image4_34,5,intersection,471,517
image4_34,6,intersection,50,511
image4_34,7,corner,55,539
image15_5,0,corner,216,120
image15_5,1,corner,151,194
image15_5,2,corner,287,220
image15_5,3,intersection,293,306
image15_5,4,corner,116,263
image15_5,5,corner,402,229
image15_5,6,corner,412,68
image15_5,7,corner,421,244
image15_5,8,intersection,163,311
image15_5,9,corner,58,79
image15_5,10,corner,353,267
image15_5,11,intersection,171,201
image15_5,12,corner,39,434
image15_5,13,corner,189,169
image15_5,14,intersection,297,200
image15_5,15,corner,407,444
image15_5,16,intersection,428,240
image15_5,17,corner,225,376
image15_5,18,endpoint,476,258
image20_14,0,intersection,279,338
image20_14,1,intersection,161,341
image20_14,2,intersection,180,304
image20_14,3,corner,473,464
image20_14,4,corner,82,341
image20_14,5,intersection,366,307
image20_14,6,circle,270,183
image20_14,7,intersection,236,347
image20_14,8,corner,165,347
image20_14,9,corner,170,294
image20_14,10,intersection,368,356
image20_14,11,corner,440,342
image20_14,12,corner,57,435
image20_14,13,corner,341,297
image4_35,0,corner,51,57
image4_35,1,corner,66,447
image4_35,2,corner,464,448
image4_35,3,corner,413,467
image4_35,4,corner,470,67
image4_35,5,intersection,412,452
image4_35,6,intersection,89,436
image4_35,7,corner,109,467
image16_35,0,intersection,377,260
image16_35,1,corner,251,142
image16_35,2,corner,546,178
image16_35,3,corner,248,260
image16_35,4,intersection,285,266
image16_35,5,corner,-21,125
image16_35,6,corner,525,342
image16_35,7,corner,-28,374
image16_35,8,corner,265,246
image16_35,9,corner,249,386
image16_35,10,corner,383,327
image16_35,11,corner,400,197
image19_27,0,intersection,217,223
image19_27,1,corner,410,534
image19_27,2,intersection,319,221
image19_27,3,corner,403,224
image19_27,4,intersection,303,224
image19_27,5,corner,112,243
image19_27,6,corner,116,523
image19_27,7,intersection,323,232
image2_40,0,corner,-16,527
image2_40,1,corner,494,386
image2_40,2,corner,522,463
image2_40,3,corner,485,456
image2_40,4,corner,33,464
image2_40,5,corner,548,519
image2_40,6,corner,32,521
image2_40,7,corner,493,434
image2_40,8,corner,2,463
image2_40,9,intersection,512,447
image2_40,10,corner,362,10
image2_40,11,intersection,19,442
image2_40,12,corner,492,0
image2_40,13,corner,501,530
image15_6,0,corner,211,115
image15_6,1,corner,157,204
image15_6,2,corner,294,215
image15_6,3,intersection,293,306
image15_6,4,corner,124,273
image15_6,5,corner,408,237
image15_6,6,corner,401,79
image15_6,7,corner,401,238
image15_6,8,intersection,164,312
image15_6,9,corner,56,63
image15_6,10,corner,345,275
image15_6,11,intersection,165,189
image15_6,12,corner,51,436
image15_6,13,corner,174,184
image15_6,14,intersection,306,207
image15_6,15,corner,398,453
image15_6,16,intersection,420,248
image15_6,17,corner,211,390
image15_6,18,endpoint,467,249
image1_20,0,corner,87,71
image1_20,1,corner,460,386
image1_20,2,corner,70,451
image1_20,3,corner,449,459
image1_20,4,intersection,453,402
image1_20,5,corner,451,54
image1_20,6,intersection,94,402
image1_20,7,corner,87,391
image1_20,8,corner,90,403
image16_16,0,corner,251,361
image16_16,1,corner,260,248
image16_16,2,corner,465,314
image16_16,3,corner,259,265
image16_16,4,corner,361,298
image16_16,5,intersection,275,259
image16_16,6,corner,257,168
image16_16,7,corner,467,214
image16_16,8,corner,48,172
image16_16,9,corner,55,355
image16_16,10,corner,348,212
image16_16,11,intersection,331,246
image13_23,0,intersection,453,290
image13_23,1,endpoint,41,181
image13_23,2,corner,206,86
image13_23,3,endpoint,72,88
image13_23,4,corner,279,387
image13_23,5,corner,353,170
image13_23,6,intersection,311,166
image13_23,7,endpoint,549,278
image13_23,8,endpoint,-10,278
image13_23,9,intersection,376,289
image13_23,10,endpoint,27,398
image10_10,0,corner,179,195
image10_10,1,corner,199,204
image10_10,2,circle,268,247
image10_10,3,endpoint,212,285
image10_10,4,endpoint,264,218
image10_10,5,endpoint,348,343
image10_10,6,intersection,205,206
image21_10,0,corner,212,160
image21_10,1,corner,429,-23
image21_10,2,corner,193,125
image21_10,3,corner,341,117
image21_10,4,corner,318,158
image21_10,5,corner,209,254
image21_10,6,corner,188,409
image21_10,7,intersection,323,266
image21_10,8,corner,306,373
image21_10,9,intersection,219,253
image21_10,10,corner,213,358
image21_10,11,corner,88,533
image21_10,12,corner,99,-15
image21_10,13,corner,223,227
image21_10,14,corner,338,400
image21_10,15,corner,416,529
image11_32,0,endpoint,554,271
image11_32,1,intersection,283,268
image11_32,2,corner,290,248
image11_32,3,endpoint,186,333
image11_32,4,endpoint,276,317
image11_32,5,corner,347,366
image11_32,6,endpoint,-27,248
image11_32,7,endpoint,214,177
image11_32,8,corner,316,397
image11_32,9,intersection,135,254
image11_32,10,corner,113,232
image11_32,11,intersection,409,260
image11_32,12,intersection,125,257
image11_32,13,intersection,392,258
image11_32,14,intersection,195,260
image11_32,15,intersection,216,265
image11_32,16,endpoint,296,167
image11_32,17,intersection,303,245
image5_25,0,corner,201,211
image5_25,1,corner,436,-18
image5_25,2,corner,163,393
image5_25,3,corner,336,394
image5_25,4,corner,96,524
image5_25,5,corner,216,152
image5_25,6,intersection,309,290
image5_25,7,corner,333,102
image5_25,8,intersection,210,246
image5_25,9,corner,327,164
image5_25,10,corner,199,304
image5_25,11,corner,93,-8
image5_25,12,intersection,204,292
image5_25,13,corner,310,369
image5_25,14,corner,210,248
image5_25,15,corner,183,103
image5_25,16,corner,433,530
image5_25,17,intersection,319,242
image5_25,18,corner,202,362
image7_15,0,corner,208,73
image7_15,1,corner,408,136
image7_15,2,corner,404,232
image7_15,3,endpoint,447,267
image7_15,4,intersection,130,265
image7_15,5,corner,384,266
image7_15,6,intersection,393,266
image7_15,7,corner,317,453
image7_15,8,endpoint,95,272
image7_15,9,corner,87,349
image14_1,0,endpoint,10,259
image14_1,1,endpoint,364,116
image14_1,2,endpoint,134,398
image14_1,3,intersection,198,316
image14_1,4,intersection,414,258
image14_1,5,intersection,306,190
image14_1,6,intersection,300,191
image14_1,7,corner,259,344
image14_1,8,endpoint,502,256
image14_1,9,corner,257,171
image14_1,10,intersection,107,262
image14_1,11,intersection,204,316
image8_12,0,endpoint,257,108
image8_12,1,endpoint,92,344
image8_12,2,intersection,273,130
image8_12,3,corner,395,332
image8_12,4,circle,268,250
image8_12,5,corner,257,125
image8_12,6,endpoint,401,353
image11_39,0,endpoint,528,245
image11_39,1,intersection,274,277
image11_39,2,corner,315,223
image11_39,3,endpoint,179,326
image11_39,4,endpoint,267,308
image11_39,5,corner,337,356
image11_39,6,endpoint,-10,265
image11_39,7,endpoint,212,203
image11_39,8,corner,319,400
image11_39,9,intersection,124,249
image11_39,10,corner,120,239
image11_39,11,intersection,405,246
image11_39,12,intersection,111,271
image11_39,13,intersection,389,255
image11_39,14,intersection,200,259
image11_39,15,intersection,196,267
image11_39,16,endpoint,310,181
image11_39,17,intersection,324,244
image6_17,0,endpoint,308,76
image6_17,1,endpoint,323,455
image6_17,2,corner,319,247
image6_17,3,endpoint,169,249
image6_17,4,intersection,343,267
image6_17,5,endpoint,363,259
image6_17,6,corner,317,264
image6_17,7,intersection,201,264
image6_17,8,endpoint,203,66
image6_17,9,corner,202,446
image6_17,10,endpoint,263,460
image10_46,0,circle,269,247
image10_46,1,endpoint,353,341
image10_46,2,corner,212,245
image10_46,3,corner,233,205
image10_46,4,endpoint,216,292
image10_46,5,intersection,252,226
image10_46,6,corner,331,330
image10_46,7,endpoint,275,218
image6_39,0,intersection,331,265
image6_39,1,intersection,194,269
image6_39,2,corner,310,277
image6_39,3,endpoint,354,252
image6_39,4,endpoint,212,76
image6_39,5,corner,221,261
image6_39,6,corner,218,404
image6_39,7,endpoint,155,262
image6_39,8,endpoint,189,432
image6_39,9,endpoint,328,57
image6_39,10,endpoint,309,448
image13_42,0,corner,280,394
image13_42,1,endpoint,-8,299
image13_42,2,intersection,307,180
image13_42,3,corner,198,78
image13_42,4,corner,355,321
image13_42,5,endpoint,22,195
image13_42,6,corner,357,177
image13_42,7,intersection,345,311
image13_42,8,intersection,457,285
image13_42,9,endpoint,529,284
image13_42,10,endpoint,62,84
image13_42,11,endpoint,103,395
image1_6,0,corner,440,55
image1_6,1,corner,82,427
image1_6,2,corner,63,471
image1_6,3,intersection,451,419
image1_6,4,intersection,76,415
image1_6,5,corner,61,384
image1_6,6,corner,67,64
image1_6,7,corner,459,447
image17_15,0,corner,468,220
image17_15,1,intersection,347,208
image17_15,2,corner,452,312
image17_15,3,corner,54,306
image17_15,4,intersection,358,309
image17_15,5,corner,55,211
image17_15,6,circle,393,243
image5_47,0,corner,439,527
image5_47,1,intersection,291,396
image5_47,2,corner,217,225
image5_47,3,corner,275,410
image5_47,4,intersection,345,170
image5_47,5,corner,89,523
image5_47,6,corner,267,274
image5_47,7,corner,448,4
image5_47,8,corner,91,-10
image5_47,9,corner,349,343
image5_47,10,endpoint,355,110
image5_47,11,intersection,320,271
image5_47,12,corner,354,146
image5_47,13,corner,207,339
image5_47,14,corner,219,289
image5_47,15,corner,212,160
image5_47,16,corner,355,222
image5_47,17,endpoint,199,420
image5_47,18,intersection,280,255
image5_47,19,corner,325,371
image7_20,0,corner,181,-2
image7_20,1,corner,472,118
image7_20,2,corner,441,245
image7_20,3,endpoint,501,257
image7_20,4,intersection,92,262
image7_20,5,corner,432,263
image7_20,6,intersection,459,262
image7_20,7,corner,316,526
image7_20,8,endpoint,17,266
image7_20,9,corner,51,389
image10_15,0,corner,190,168
image10_15,1,intersection,185,204
image10_15,2,endpoint,388,364
image10_15,3,corner,158,202
image10_15,4,endpoint,283,194
image10_15,5,endpoint,187,289
image10_15,6,circle,251,246
image5_48,0,corner,387,467
image5_48,1,intersection,263,340
image5_48,2,corner,241,219
image5_48,3,corner,283,356
image5_48,4,intersection,326,187
image5_48,5,corner,138,448
image5_48,6,corner,280,285
image5_48,7,corner,401,73
image5_48,8,corner,147,66
image5_48,9,corner,338,318
image5_48,10,endpoint,322,155
image5_48,11,intersection,311,275
image5_48,12,corner,329,175
image5_48,13,corner,216,314
image5_48,14,corner,223,287
image5_48,15,corner,211,173
image5_48,16,corner,344,217
image5_48,17,endpoint,203,376
image5_48,18,intersection,265,248
image5_48,19,corner,329,363
image18_30,0,corner,514,340
image18_30,1,intersection,36,323
image18_30,2,corner,54,381
image18_30,3,corner,514,393
image18_30,4,corner,498,200
image18_30,5,corner,-21,169
image18_30,6,intersection,517,315
image18_30,7,corner,506,157
image18_30,8,corner,502,110
image18_30,9,intersection,57,177
image18_30,10,corner,534,176
image18_30,11,corner,549,296
image18_30,12,corner,-11,308
image18_30,13,corner,44,117
image18_30,14,intersection,523,167
image2_14,0,corner,-2,516
image2_14,1,corner,501,461
image2_14,2,corner,528,474
image2_14,3,intersection,24,451
image2_14,4,intersection,501,453
image2_14,5,corner,481,444
image2_14,6,corner,-22,440
image2_14,7,corner,547,524
image2_14,8,corner,505,428
image2_14,9,corner,41,515
image2_14,10,corner,481,509
image2_14,11,corner,484,-8
image6_21,0,corner,326,267
image6_21,1,endpoint,324,477
image6_21,2,endpoint,194,40
image6_21,3,endpoint,379,256
image6_21,4,endpoint,135,259
image6_21,5,corner,325,241
image6_21,6,endpoint,325,38
image6_21,7,intersection,191,262
image6_21,8,endpoint,193,476
image6_21,9,intersection,336,256
image18_46,0,corner,54,391
image18_46,1,intersection,54,171
image18_46,2,corner,-10,169
image18_46,3,corner,55,121
image18_46,4,corner,-26,321
image18_46,5,corner,500,109
image18_46,6,corner,516,370
image18_46,7,corner,521,320
image18_46,8,corner,533,173
image18_46,9,intersection,52,320
image18_46,10,corner,64,191
image9_47,0,endpoint,84,438
image9_47,1,corner,518,537
image9_47,2,endpoint,450,69
image9_47,3,corner,450,444
image9_47,4,corner,12,-22
image9_47,5,corner,534,-12
image9_47,6,corner,2,530
image15_4,0,corner,207,77
image15_4,1,corner,113,194
image15_4,2,corner,309,195
image15_4,3,intersection,314,331
image15_4,4,corner,65,266
image15_4,5,corner,475,242
image15_4,6,corner,469,1
image15_4,7,corner,456,235
image15_4,8,intersection,157,329
image15_4,9,corner,-32,11
image15_4,10,corner,402,257
image15_4,11,intersection,134,190
image15_4,12,corner,-38,517
image15_4,13,corner,157,146
image15_4,14,intersection,321,192
image15_4,15,corner,468,501
image15_4,16,intersection,488,255
image15_4,17,corner,209,414
image15_4,18,endpoint,527,259
image6_13,0,endpoint,344,-4
image6_13,1,endpoint,321,525
image6_13,2,corner,340,242
image6_13,3,endpoint,127,263
image6_13,4,intersection,358,254
image6_13,5,endpoint,396,258
image6_13,6,corner,349,277
image6_13,7,intersection,189,274
image6_13,8,endpoint,189,6
image6_13,9,endpoint,185,509
image4_38,0,corner,52,58
image4_38,1,corner,69,426
image4_38,2,corner,452,436
image4_38,3,corner,419,473
image4_38,4,corner,445,66
image4_38,5,intersection,422,442
image4_38,6,intersection,102,445
image4_38,7,corner,98,478
image9_42,0,corner,68,442
image9_42,1,corner,530,525
image9_42,2,corner,453,66
image9_42,3,corner,462,450
image9_42,4,corner,-5,-5
image9_42,5,corner,91,81
image9_42,6,corner,528,-4
image9_42,7,corner,1,529
image3_11,0,corner,86,437
image3_11,1,corner,443,365
image3_11,2,corner,94,364
image3_11,3,circle,260,317
image3_11,4,corner,450,436
image8_2,0,endpoint,105,355
image8_2,1,corner,253,128
image8_2,2,endpoint,402,360
image8_2,3,circle,262,254
image14_39,0,corner,537,264
image14_39,1,intersection,325,173
image14_39,2,intersection,82,259
image14_39,3,endpoint,-26,257
image14_39,4,corner,266,366
image14_39,5,endpoint,394,106
image14_39,6,intersection,210,314
image14_39,7,corner,262,164
image14_39,8,intersection,179,332
image14_39,9,intersection,439,257
image14_39,10,corner,84,232
image14_39,11,endpoint,119,420
image14_39,12,intersection,319,191
image14_39,13,endpoint,585,316
image1_35,0,corner,21,465
image1_35,1,intersection,502,457
image1_35,2,corner,516,483
image1_35,3,corner,508,529
image1_35,4,corner,3,463
image1_35,5,corner,20,518
image1_35,6,corner,4,-17
image1_35,7,intersection,6,448
image1_35,8,corner,502,-18
image15_17,0,corner,57,255
image15_17,1,corner,165,164
image15_17,2,corner,117,181
image15_17,3,corner,460,509
image15_17,4,corner,202,74
image15_17,5,corner,456,268
image15_17,6,intersection,146,189
image15_17,7,intersection,325,209
image15_17,8,intersection,318,333
image15_17,9,corner,321,322
image15_17,10,corner,211,403
image15_17,11,intersection,142,341
image15_17,12,intersection,470,260
image15_17,13,corner,465,19
image15_17,14,corner,-24,10
image15_17,15,endpoint,555,225
image15_17,16,corner,-40,518
image15_17,17,corner,462,228
image15_17,18,corner,392,273
image15_17,19,corner,298,184
image22_32,0,endpoint,269,452
image22_32,1,corner,264,227
image22_32,2,intersection,243,204
image22_32,3,intersection,263,59
image22_32,4,corner,403,63
image22_32,5,corner,134,45
image22_32,6,intersection,244,177
image7_2,0,corner,203,71
image7_2,1,intersection,390,248
image7_2,2,intersection,393,253
image7_2,3,corner,425,138
image7_2,4,corner,310,440
image7_2,5,endpoint,447,269
image7_2,6,corner,375,262
image7_2,7,corner,98,367
image7_2,8,endpoint,432,306
image3_35,0,corner,60,272
image3_35,1,corner,97,333
image3_35,2,corner,117,183
image3_35,3,intersection,113,394
image3_35,4,corner,415,409
image3_35,5,circle,270,295
image3_35,6,corner,419,348
image3_35,7,endpoint,171,425
image9_43,0,corner,124,386
image9_43,1,corner,448,465
image9_43,2,corner,392,125
image9_43,3,corner,411,383
image9_43,4,corner,82,72
image9_43,5,corner,129,131
image9_43,6,corner,462,58
image9_43,7,corner,57,461
image18_11,0,intersection,71,319
image18_11,1,corner,505,292
image18_11,2,corner,82,360
image18_11,3,corner,24,310
image18_11,4,corner,477,294
image18_11,5,corner,480,192
image18_11,6,intersection,492,305
image18_11,7,intersection,74,184
image18_11,8,intersection,499,189
image18_11,9,corner,80,133
image18_11,10,corner,480,172
image18_11,11,corner,473,365
image18_11,12,corner,467,132
image18_11,13,corner,478,317
image18_11,14,corner,19,185
image4_7,0,corner,473,428
image4_7,1,corner,55,58
image4_7,2,intersection,428,436
image4_7,3,corner,48,449
image4_7,4,corner,115,476
image4_7,5,corner,458,55
image4_7,6,corner,412,471
image4_7,7,intersection,108,438
image16_2,0,intersection,370,252
image16_2,1,corner,398,173
image16_2,2,corner,-7,392
image16_2,3,corner,-18,130
image16_2,4,corner,258,387
image16_2,5,corner,546,199
image16_2,6,corner,263,267
image16_2,7,corner,269,116
image16_2,8,intersection,269,259
image16_2,9,corner,252,246
image16_2,10,corner,373,335
image16_2,11,corner,525,311
image1_49,0,corner,81,419
image1_49,1,corner,452,402
image1_49,2,corner,451,455
image1_49,3,intersection,440,412
image1_49,4,corner,92,51
image1_49,5,corner,81,397
image1_49,6,corner,436,57
image1_49,7,corner,86,456
image1_49,8,intersection,84,395
image20_18,0,intersection,281,346
image20_18,1,intersection,176,340
image20_18,2,intersection,173,307
image20_18,3,corner,470,461
image20_18,4,corner,65,352
image20_18,5,intersection,371,312
image20_18,6,circle,252,201
image20_18,7,intersection,246,337
image20_18,8,corner,146,328
image20_18,9,intersection,163,313
image20_18,10,intersection,369,341
image20_18,11,corner,449,359
image20_18,12,corner,81,435
image20_18,13,corner,360,292
image20_18,14,endpoint,191,342
image10_9,0,corner,181,207
image10_9,1,corner,209,194
image10_9,2,circle,257,254
image10_9,3,endpoint,209,278
image10_9,4,endpoint,270,212
image10_9,5,endpoint,339,334
image10_9,6,intersection,196,203
image10_11,0,corner,204,185
image10_11,1,intersection,202,203
image10_11,2,endpoint,363,358
image10_11,3,corner,183,197
image10_11,4,endpoint,283,199
image10_11,5,endpoint,200,289
image10_11,6,circle,261,257
image8_26,0,circle,260,261
image8_26,1,endpoint,407,354
image8_26,2,corner,243,134
image8_26,3,endpoint,120,342
image20_42,0,corner,352,386
image20_42,1,intersection,415,381
image20_42,2,corner,127,348
image20_42,3,corner,43,533
image20_42,4,intersection,198,362
image20_42,5,corner,90,154
image20_42,6,corner,1,390
image20_42,7,corner,358,333
image20_42,8,corner,7,507
image20_42,9,corner,511,386
image20_42,10,corner,531,516
image20_42,11,corner,191,373
image20_42,12,intersection,257,364
image20_42,13,intersection,340,365
image20_42,14,intersection,402,332
image20_42,15,intersection,151,376
image11_43,0,corner,291,152
image11_43,1,intersection,384,268
image11_43,2,intersection,351,274
image11_43,3,intersection,268,252
image11_43,4,corner,193,328
image11_43,5,endpoint,278,320
image11_43,6,endpoint,460,249
image11_43,7,intersection,194,267
image11_43,8,endpoint,302,200
image11_43,9,corner,185,314
image11_43,10,corner,177,253
image11_43,11,corner,377,269
image11_43,12,endpoint,249,195
image11_43,13,intersection,190,310
image11_43,14,endpoint,61,275
image11_43,15,intersection,243,253
image11_43,16,corner,242,256
image11_43,17,intersection,163,276
image11_43,18,intersection,198,276
image11_43,19,intersection,289,246
image19_6,0,corner,146,456
image19_6,1,intersection,306,239
image19_6,2,corner,142,244
image19_6,3,corner,370,463
image19_6,4,intersection,225,232
image19_6,5,corner,358,247
image3_40,0,corner,58,278
image3_40,1,corner,109,345
image3_40,2,corner,108,174
image3_40,3,corner,101,408
image3_40,4,corner,412,418
image3_40,5,circle,248,295
image3_40,6,corner,414,347
image10_30,0,endpoint,220,269
image10_30,1,circle,261,253
image10_30,2,intersection,179,182
image10_30,3,corner,179,213
image10_30,4,endpoint,359,333
image10_30,5,endpoint,281,210
image17_44,0,corner,451,211
image17_44,1,corner,63,299
image17_44,2,intersection,420,226
image17_44,3,intersection,421,305
image17_44,4,corner,459,318
image17_44,5,corner,470,272
image17_44,6,corner,441,272
image17_44,7,intersection,394,262
image17_44,8,intersection,422,301
image17_44,9,corner,361,262
image17_44,10,corner,401,300
image17_44,11,intersection,451,256
image17_44,12,intersection,360,241
image17_44,13,intersection,365,304
image17_44,14,corner,66,226
image17_44,15,intersection,459,272
image17_44,16,corner,461,229
image3_22,0,corner,44,458
image3_22,1,circle,258,324
image3_22,2,corner,463,387
image3_22,3,corner,63,378
image3_22,4,corner,465,457
image5_30,0,corner,219,207
image5_30,1,corner,432,-16
image5_30,2,corner,180,390
image5_30,3,corner,332,390
image5_30,4,corner,82,528
image5_30,5,corner,214,152
image5_30,6,intersection,311,274
image5_30,7,corner,335,104
image5_30,8,intersection,218,238
image5_30,9,corner,331,142
image5_30,10,corner,207,296
image5_30,11,corner,89,-12
image5_30,12,intersection,230,266
image5_30,13,corner,309,356
image5_30,14,corner,215,257
image5_30,15,corner,155,103
image5_30,16,corner,418,545
image5_30,17,intersection,302,253
image5_30,18,corner,206,358
image13_3,0,intersection,410,273
image13_3,1,intersection,292,192
image13_3,2,corner,274,353
image13_3,3,endpoint,456,263
image13_3,4,corner,217,118
image13_3,5,intersection,331,290
image13_3,6,corner,323,204
image13_3,7,endpoint,172,127
image13_3,8,endpoint,110,285
image13_3,9,endpoint,129,366
image13_3,10,endpoint,129,199
image14_48,0,intersection,102,272
image14_48,1,endpoint,375,104
image14_48,2,intersection,311,182
image14_48,3,corner,106,237
image14_48,4,endpoint,527,266
image14_48,5,corner,237,176
image14_48,6,endpoint,106,436
image14_48,7,intersection,324,180
image14_48,8,intersection,186,326
image14_48,9,endpoint,20,271
image14_48,10,intersection,199,328
image14_48,11,intersection,446,246
image14_48,12,corner,243,363
image14_48,13,endpoint,486,270
image11_26,0,endpoint,537,246
image11_26,1,endpoint,174,319
image11_26,2,intersection,111,269
image11_26,3,intersection,295,252
image11_26,4,intersection,409,261
image11_26,5,endpoint,315,191
image11_26,6,endpoint,-10,252
image11_26,7,intersection,122,248
image11_26,8,endpoint,235,201
image11_26,9,corner,131,229
image11_26,10,endpoint,282,311
image11_26,11,intersection,406,252
image11_26,12,intersection,295,266
image11_26,13,intersection,201,262
image11_26,14,intersection,185,273
image13_11,0,corner,210,106
image13_11,1,endpoint,499,276
image13_11,2,intersection,293,186
image13_11,3,endpoint,89,102
image13_11,4,corner,284,367
image13_11,5,endpoint,13,282
image13_11,6,intersection,355,287
image13_11,7,endpoint,87,372
image13_11,8,corner,339,186
image13_11,9,intersection,439,277
image13_11,10,endpoint,74,192
image20_27,0,corner,119,366
image20_27,1,corner,529,379
image20_27,2,intersection,407,381
image20_27,3,corner,512,511
image20_27,4,corner,-15,529
image20_27,5,circle,256,171
image20_27,6,intersection,400,310
image20_27,7,intersection,122,386
image20_27,8,intersection,133,308
image20_27,9,corner,-6,392
image15_7,0,corner,227,117
image15_7,1,corner,171,214
image15_7,2,corner,288,219
image15_7,3,intersection,293,306
image15_7,4,corner,116,265
image15_7,5,corner,415,230
image15_7,6,corner,408,76
image15_7,7,corner,404,241
image15_7,8,intersection,186,308
image15_7,9,corner,48,69
image15_7,10,corner,358,262
image15_7,11,intersection,169,203
image15_7,12,corner,39,434
image15_7,13,corner,178,180
image15_7,14,intersection,307,206
image15_7,15,corner,398,453
image15_7,16,intersection,431,237
image15_7,17,corner,222,373
image15_7,18,endpoint,470,244
image10_19,0,corner,208,200
image10_19,1,intersection,209,210
image10_19,2,endpoint,348,344
image10_19,3,corner,184,216
image10_19,4,endpoint,278,207
image10_19,5,endpoint,216,276
image10_19,6,circle,255,252
image16_15,0,corner,256,390
image16_15,1,corner,276,259
image16_15,2,corner,545,324
image16_15,3,corner,274,258
image16_15,4,corner,383,320
image16_15,5,intersection,274,262
image16_15,6,corner,255,136
image16_15,7,corner,532,189
image16_15,8,corner,-3,137
image16_15,9,corner,-13,383
image16_15,10,corner,389,187
image16_15,11,intersection,383,254
image1_14,0,corner,88,72
image1_14,1,corner,462,384
image1_14,2,corner,89,446
image1_14,3,corner,448,458
image1_14,4,intersection,437,406
image1_14,5,corner,438,67
image1_14,6,intersection,75,393
image1_14,7,corner,88,390
image1_14,8,corner,71,422
image10_26,0,endpoint,212,287
image10_26,1,circle,247,245
image10_26,2,intersection,198,201
image10_26,3,corner,189,209
image10_26,4,endpoint,347,345
image10_26,5,endpoint,290,193
image8_33,0,corner,263,128
image8_33,1,corner,450,195
image8_33,2,endpoint,403,361
image8_33,3,corner,157,285
image8_33,4,endpoint,94,367
image8_33,5,corner,407,346
image8_33,6,intersection,153,83
image8_33,7,endpoint,202,109
image21_41,0,corner,324,364
image21_41,1,endpoint,200,391
image21_41,2,corner,221,338
image21_41,3,corner,344,169
image21_41,4,corner,223,247
image21_41,5,corner,273,384
image21_41,6,intersection,273,367
image21_41,7,corner,220,273
image21_41,8,intersection,323,272
image21_41,9,corner,111,24
image21_41,10,corner,416,34
image21_41,11,corner,344,334
image21_41,12,corner,345,246
image21_41,13,endpoint,340,125
image21_41,14,intersection,240,256
image21_41,15,corner,109,480
image21_41,16,corner,409,494
image21_41,17,intersection,328,184
image21_41,18,corner,226,174
image2_34,0,corner,46,445
image2_34,1,corner,422,338
image2_34,2,corner,470,409
image2_34,3,intersection,421,408
image2_34,4,corner,76,397
image2_34,5,corner,451,470
image2_34,6,corner,103,465
image2_34,7,corner,422,391
image2_34,8,corner,64,397
image2_34,9,intersection,453,406
image2_34,10,corner,325,85
image2_34,11,intersection,93,388
image2_34,12,corner,412,70
image2_34,13,corner,431,466
image2_34,14,endpoint,481,435
image6_41,0,intersection,352,255
image6_41,1,endpoint,381,257
image6_41,2,endpoint,186,483
image6_41,3,endpoint,329,38
image6_41,4,endpoint,328,478
image6_41,5,corner,330,236
image6_41,6,corner,331,275
image6_41,7,endpoint,195,37
image14_29,0,intersection,201,318
image14_29,1,intersection,217,299
image14_29,2,endpoint,154,376
image14_29,3,endpoint,468,259
image14_29,4,endpoint,56,267
