g_id,node,charge,chem,symbol,x,y
40931,_11,0,2,O,4.7321,0.75
40931,_12,0,2,O,2.7321,0.75
40931,_13,0,4,N,3.7321,1.75
40931,_14,0,1,C,2.866,2.25
40931,_15,0,1,C,4.5981,3.25
40931,_16,0,1,C,4.5981,2.25
40931,_17,0,2,O,2,1.75
40931,_18,0,4,N,2.866,3.25
40931,_19,0,4,N,3.7321,3.75
40931,_20,0,2,O,5.4641,-3.25
40931,_21,0,4,N,6.3301,-1.75
40931,_22,0,1,C,7.1961,-2.25
40931,_23,0,1,C,7.1961,-3.25
40931,_24,0,1,C,8.0622,-3.75
40931,_25,0,1,C,8.9282,-3.25
40931,_26,0,1,C,8.9282,-2.25
40931,_27,0,1,C,8.0622,-1.75
18930,_1,0,1,C,5.4641,0.75
18930,_2,0,1,C,4.5981,1.25
18930,_3,0,2,O,4.5981,2.25
18930,_4,0,1,C,3.7321,0.75
18930,_5,0,4,N,2.866,1.25
18930,_6,0,1,C,2,0.75
18930,_7,0,1,C,2.866,2.25
18930,_8,0,4,N,3.7321,-0.25
18930,_9,0,1,C,2.866,-0.75
18930,_10,0,1,C,2.866,-1.75
18930,_11,0,1,C,2,-2.25
23527,_1,0,2,O,4.5981,-0.75
23527,_2,0,1,C,4.5981,0.25
23527,_3,0,1,C,3.7321,0.75
23527,_4,0,5,S,2.866,0.25
23527,_5,0,1,C,2.866,-0.75
23527,_6,0,1,C,3.7321,-1.25
23527,_7,0,1,C,3.7321,1.75
23527,_8,0,5,S,4.5981,2.25
23527,_9,0,1,C,2,-1.25
23527,_10,0,5,S,2,-2.25
15844,_1,0,1,C,2.366,-1.5194
15844,_2,0,1,C,3.366,-1.5194
15844,_3,0,5,S,3.675,-0.5684
15844,_4,0,1,C,2.866,0.0194
15844,_5,0,1,C,2.057,-0.5684
15844,_6,0,6,P,2.866,1.0194
15844,_7,0,2,O,3.7321,1.5194
15844,_8,0,2,O,2,1.5194
2234,_1,0,1,C,5.4641,-0.25
2234,_2,0,1,C,6.3301,0.25
2234,_3,0,1,C,4.5981,0.25
2234,_4,0,1,C,5.4641,-1.25
2234,_5,0,1,C,7.1962,-0.25
2234,_6,0,1,C,3.7321,-0.25
2234,_7,0,1,C,8.0622,0.25
2234,_8,0,1,C,2.866,0.25
2234,_9,0,2,O,8.9282,-0.25
2234,_10,0,2,O,8.0622,1.25
2234,_11,0,2,O,2,-0.25
2234,_12,0,2,O,2.866,1.25
2566,_1,0,4,N,3.732,1.5
2566,_2,0,1,C,3.7321,0.5
2566,_3,0,1,C,4.5981,0
2566,_4,0,4,N,2.866,0
2566,_5,0,1,C,4.5981,-1
2566,_6,0,4,N,5.5491,0.309
2566,_7,0,1,C,2,0.5
2566,_8,0,1,C,2.866,-1
2566,_9,0,4,N,3.7321,-1.5
2566,_10,0,4,N,5.5491,-1.309
2566,_11,0,1,C,6.1369,-0.5
3667,_1,0,2,O,2,-0.4622
3667,_2,0,1,C,2.9511,-0.1531
3667,_3,0,1,C,3.7601,-0.7409
3667,_4,0,4,N,3.2601,0.7979
3667,_5,0,1,C,4.2601,-1.6069
3667,_6,0,1,C,3.2601,-1.6069
3667,_7,0,4,N,4.5691,-0.1531
3667,_8,0,1,C,4.2601,0.7979
3667,_9,0,2,O,4.8479,1.6069
23752,_1,0,1,C,14.186,-9.5641
23752,_2,0,1,C,14.186,-10.5641
23752,_3,0,1,C,13.32,-11.0641
23752,_4,0,1,C,12.4539,-10.5641
23752,_5,0,1,C,12.4539,-9.5641
23752,_6,0,1,C,13.32,-9.0641
23752,_7,0,4,N,13.32,-8.0641
23752,_8,0,1,C,12.4539,-7.5641
23752,_9,0,2,O,11.5879,-8.0641
23752,_10,0,1,C,12.4539,-6.5641
23752,_11,0,1,C,11.6449,-5.9763
23752,_12,0,4,N,13.263,-5.9763
23752,_13,0,1,C,12.954,-5.0252
23752,_14,0,1,C,11.954,-5.0252
23752,_15,0,1,C,14.214,-6.2853
23752,_16,0,4,N,11.3662,-4.2162
23752,_17,0,1,C,11.7729,-3.3027
23752,_18,0,2,O,12.7674,-3.1982
23752,_19,0,1,C,11.1851,-2.4937
23752,_20,0,1,C,10.1851,-2.4937
23752,_21,0,4,N,11.4941,-1.5426
23752,_22,0,1,C,12.4452,-1.2336
23752,_23,0,1,C,10.6851,-0.9548
23752,_24,0,1,C,9.8761,-1.5426
23752,_25,0,4,N,8.9251,-1.2336
23752,_26,0,1,C,8.7171,-0.2554
23752,_27,0,2,O,9.4603,0.4137
23752,_28,0,4,N,7.7661,0.0536
23752,_29,0,1,C,7.5582,1.0317
23752,_30,0,1,C,6.6446,1.4385
23752,_31,0,1,C,8.2273,1.7749
23752,_32,0,1,C,7.7273,2.6409
23752,_33,0,4,N,6.7492,2.433
23752,_34,0,1,C,6.006,3.1021
23752,_35,0,1,C,8.1341,3.5544
23752,_36,0,2,O,9.1286,3.659
23752,_37,0,4,N,7.5463,4.3635
23752,_38,0,1,C,7.953,5.277
23752,_39,0,1,C,8.9312,5.4849
23752,_40,0,1,C,7.453,6.143
23752,_41,0,1,C,8.1222,6.8862
23752,_42,0,4,N,9.0357,6.4794
23752,_43,0,1,C,9.9017,6.9794
23752,_44,0,1,C,7.9142,7.8643
23752,_45,0,2,O,8.6574,8.5335
23752,_46,0,4,N,6.9632,8.1734
23752,_47,0,1,C,7.4984,9.8206
23752,_48,0,1,C,7.2905,10.7988
23752,_49,0,1,C,6.7553,9.1515
23752,_50,0,1,C,5.8042,9.4605
23752,_51,0,1,C,5.5963,10.4387
23752,_52,0,1,C,6.3395,11.1078
23752,_53,0,5,S,16.7841,-11.0641
23752,_54,0,2,O,17.6501,-11.5641
23752,_55,0,2,O,16.2841,-11.9301
23752,_56,0,2,O,17.2841,-10.1981
23752,_57,0,5,S,13.32,-12.0641
23752,_58,0,2,O,13.3199,-13.0641
23752,_59,0,2,O,14.32,-12.0641
23752,_60,0,2,O,12.32,-12.0641
23752,_61,0,5,S,2.9511,10.3876
23752,_62,0,2,O,2,10.6966
23752,_63,0,2,O,3.2601,11.3386
23752,_64,0,2,O,2.642,9.4365
23752,_65,0,5,S,6.1316,12.0859
23752,_66,0,2,O,5.9236,13.0641
23752,_67,0,2,O,5.1534,11.878
23752,_68,0,2,O,7.1097,12.2939
23752,_69,0,1,C,15.052,-9.0641
23752,_70,0,1,C,15.918,-9.5641
23752,_71,0,1,C,15.918,-10.5641
23752,_72,0,1,C,15.052,-11.0641
23752,_73,0,1,C,5.0611,8.7914
23752,_74,0,1,C,4.11,9.1004
23752,_75,0,1,C,3.9021,10.0786
23752,_76,0,1,C,4.6453,10.7477
23752,_77,0,29,Na,19.6501,0
7440,_1,0,7,Cl,4.9921,1.38
7440,_2,0,1,C,4.6831,0.429
7440,_3,0,1,C,3.7321,0.12
7440,_4,1,4,N,5.2709,-0.38
7440,_5,0,1,C,3.7321,-0.88
7440,_6,0,1,C,2.866,0.62
7440,_7,0,1,C,6.2709,-0.38
7440,_8,0,16,Se,4.6831,-1.1891
7440,_9,0,1,C,2.866,-1.38
7440,_10,0,1,C,2,0.12
7440,_11,0,1,C,2,-0.88
36657,_1,0,4,N,6.0554,-0.5293
36657,_2,0,2,O,6.1124,1.5585
36657,_3,0,1,C,5.2464,1.0585
36657,_4,0,1,C,5.2464,0.0585
36657,_5,0,1,C,4.4373,-0.5293
36657,_6,0,1,C,5.7464,-1.4803
36657,_7,0,4,N,4.7464,-1.4803
36657,_8,0,5,S,3.4863,-0.2203
36657,_9,0,1,C,2.7431,-0.8894
36657,_10,0,4,N,2,-1.5585
36657,_11,0,4,N,4.3803,1.5585
39374,_1,0,1,C,4.4142,-0.1464
39374,_2,1,4,N,3.7071,0.5607
39374,_3,1,4,N,3,-0.1464
39374,_4,0,1,C,3.7071,-0.8536
39374,_5,0,1,C,3,-1.5607
39374,_6,-1,2,O,3.7071,1.5607
39374,_7,-1,2,O,2,-0.1465
39374,_8,0,1,C,5.1213,0.5607
39374,_9,0,2,O,4.4142,-1.5607
39374,_10,0,1,C,5.1213,-0.8535
18036,_1,0,1,C,3.732,-2.25
18036,_2,0,1,C,4.5981,-2.75
18036,_3,0,1,C,5.4641,-2.25
18036,_4,0,1,C,5.4641,-1.25
18036,_5,0,1,C,4.5981,-0.75
18036,_6,0,1,C,3.7321,-1.25
18036,_7,0,1,C,4.5981,0.25
18036,_8,0,1,C,5.4641,0.75
18036,_9,0,1,C,5.4641,1.75
18036,_10,0,4,N,5.4641,2.75
18036,_11,0,2,O,2.866,-0.75
18036,_12,0,1,C,2,-1.25
27416,_1,0,1,C,16.0244,-3.1397
27416,_2,0,1,C,16.0244,-4.1397
27416,_3,0,1,C,15.1584,-4.6397
27416,_4,0,4,N,14.2924,-4.1397
27416,_5,0,1,C,14.2924,-3.1397
27416,_6,0,4,N,15.1584,-2.6397
27416,_7,0,1,C,16.8905,-4.6397
27416,_8,0,2,O,15.1584,-5.6397
27416,_9,0,2,O,13.4264,-2.6397
27416,_10,0,1,C,15.1584,-1.6397
27416,_11,0,2,O,14.3494,-1.0519
27416,_12,0,1,C,14.6584,-0.1008
27416,_13,0,1,C,15.6584,-0.1008
27416,_14,0,1,C,15.9674,-1.0519
27416,_15,0,4,N,16.2462,0.7082
27416,_16,1,4,N,17.2407,0.6037
27416,_17,-1,4,N,18.2353,0.4991
27416,_18,0,1,C,14.0707,0.7082
27416,_19,0,2,O,13.0761,0.6037
27416,_20,0,1,C,12.4883,1.4127
27416,_21,0,2,O,12.8951,2.3262
27416,_22,0,1,C,11.4938,1.3082
27416,_23,0,1,C,10.906,2.1172
27416,_24,0,1,C,9.9115,2.0127
27416,_25,0,1,C,9.3237,2.8217
27416,_26,0,1,C,8.3292,2.7172
27416,_27,0,1,C,7.7414,3.5262
27416,_28,0,1,C,6.7469,3.4217
27416,_29,0,5,S,6.1591,4.2307
27416,_30,0,1,C,5.1646,4.1261
27416,_31,0,1,C,4.5768,4.9352
27416,_32,0,1,C,3.5823,4.8306
27416,_33,0,1,C,2.9945,5.6397
27416,_34,0,1,C,2,5.5351
9335,_1,0,7,Cl,5.4921,1.5864
9335,_2,0,34,Pt,4.6261,1.0864
9335,_3,0,7,Cl,4.1261,1.9524
9335,_4,0,4,N,3.7601,0.5864
9335,_5,0,4,N,2,-0.6924
9335,_6,0,1,C,3.7601,-0.4136
9335,_7,0,1,C,2.9511,-1.0014
9335,_8,0,1,C,4.5691,-1.0014
9335,_9,0,1,C,3.2601,-1.9524
9335,_10,0,1,C,4.2601,-1.9524
6958,_1,0,1,C,3.7272,-0.3151
6958,_2,0,1,C,2.8262,0.1188
6958,_3,0,1,C,3.8019,-1.3123
6958,_4,0,4,N,4.6282,0.1188
6958,_5,0,1,C,2,-0.4445
6958,_6,0,4,N,2.6037,1.0937
6958,_7,0,1,C,2.9757,-1.8756
6958,_8,0,1,C,4.8507,1.0938
6958,_9,0,1,C,2.0747,-1.4417
6958,_10,0,1,C,3.2272,1.8756
6958,_11,0,1,C,4.2272,1.8756
10135,_1,0,1,C,4.5981,-1.25
10135,_2,0,1,C,3.7321,-1.75
10135,_3,0,1,C,2.866,-1.25
10135,_4,0,4,N,2.866,-0.25
10135,_5,0,1,C,3.7321,0.25
10135,_6,0,1,C,4.5981,-0.25
10135,_7,0,1,C,3.7321,1.25
10135,_8,0,2,O,4.5981,1.75
10135,_9,0,1,C,2.866,1.75
10135,_10,0,1,C,2,-1.75
4550,_1,0,2,O,2.2788,1.2845
4550,_2,0,1,C,2.5878,0.3335
4550,_3,0,4,N,3.5388,0.0245
4550,_4,0,1,C,2,-0.4755
4550,_5,0,1,C,3.5388,-0.9755
4550,_6,0,1,C,4.4899,0.3335
4550,_7,0,1,C,2.5878,-1.2845
4550,_8,0,1,C,4.4899,-1.2845
4550,_9,0,2,O,4.7989,1.2845
4550,_10,0,1,C,5.0777,-0.4755
7111,_1,0,2,O,3.732,1.5
7111,_2,0,1,C,3.732,0.5
7111,_3,0,4,N,4.5981,0
7111,_4,0,1,C,2.866,0
7111,_5,0,1,C,4.5981,-1
7111,_6,0,4,N,5.5491,0.309
7111,_7,0,1,C,2.866,-1
7111,_8,0,4,N,3.7321,-1.5
7111,_9,0,1,C,5.5491,-1.309
7111,_10,0,4,N,6.1369,-0.5
7111,_11,0,2,O,2,-1.5
8608,_1,0,5,S,8.4562,0.5329
8608,_2,0,1,C,8.7652,1.484
8608,_3,0,2,O,7.5052,0.842
8608,_4,0,2,O,9.4073,0.2239
8608,_5,0,4,N,8.1472,-0.4181
8608,_6,0,1,C,9.7434,1.6919
8608,_7,0,1,C,8.0961,2.2271
8608,_8,0,1,C,7.1962,-0.7271
8608,_9,0,1,C,8.735,-1.2271
8608,_10,0,1,C,7.1962,-1.7271
8608,_11,0,1,C,6.3301,-0.2271
8608,_12,0,4,N,9.735,-1.2271
8608,_13,0,4,N,8.1472,-2.0361
8608,_14,0,1,C,6.3301,-2.2271
8608,_15,0,1,C,5.4641,-0.7271
8608,_16,0,1,C,5.4641,-1.7271
8608,_17,0,1,C,4.5981,-0.2271
8608,_18,0,4,N,4.5981,0.7729
8608,_19,0,1,C,3.7321,-0.7271
8608,_20,0,2,O,3.732,1.2729
8608,_21,0,1,C,2.866,-0.2271
8608,_22,0,1,C,3.7321,-1.7271
8608,_23,0,1,C,2,-0.7272
8608,_24,0,1,C,2.866,-2.2271
8608,_25,0,1,C,2,-1.7271
14934,_1,-1,7,Cl,0.5,0
14934,_2,3,11,Co,1.5,0
14934,_3,-1,7,Cl,2.5,0
14934,_4,-1,7,Cl,3.5,0
14934,_5,0,4,N,4.5,0
14934,_6,0,4,N,2.5,-6.35
14934,_7,0,4,N,0.8333,-2.35
14934,_8,0,4,N,2.5,-2.15
14934,_9,0,1,C,4.1667,-2.35
14934,_10,0,1,C,2.5,-4.35
13239,_1,0,1,C,5.4641,-0.25
13239,_2,0,1,C,4.5981,0.25
13239,_3,0,2,O,4.5981,1.25
13239,_4,0,1,C,3.7321,-0.25
13239,_5,0,2,O,3.7321,-1.25
13239,_6,0,1,C,2.866,0.25
13239,_7,0,1,C,2,-0.25
13239,_8,0,1,C,2.866,1.25
13239,_9,0,1,C,7.1962,-0.25
13239,_10,0,1,C,6.3301,0.25
10104,_1,0,1,C,16.2919,2.9345
10104,_2,0,2,O,17.2906,2.8821
10104,_3,0,2,O,15.838,3.8255
10104,_4,0,1,C,15.7473,2.0958
10104,_5,0,1,C,13.8826,2.5435
10104,_6,0,1,C,16.1057,1.1622
10104,_7,0,2,O,13.146,3.5261
10104,_8,0,1,C,11.6112,2.7064
10104,_9,0,2,O,17.0716,0.9034
10104,_10,0,1,C,15.3285,0.5329
10104,_11,0,1,C,13.6238,1.5775
10104,_12,0,1,C,10.8388,3.3415
10104,_13,0,2,O,13.365,0.6116
10104,_14,0,1,C,13.0951,0.1361
10104,_15,0,2,O,11.4021,4.1677
10104,_16,0,1,C,9.9654,3.8285
10104,_17,0,1,C,13.259,-0.8503
10104,_18,0,1,C,10.9682,5.0687
10104,_19,0,1,C,9.0191,4.1517
10104,_20,0,2,O,14.2562,-0.7756
10104,_21,0,1,C,13.244,-1.8502
10104,_22,0,1,C,9.971,5.1434
10104,_23,0,2,O,11.5315,5.895
10104,_24,0,1,C,8.0302,4.3007
10104,_25,0,1,C,13.0507,-2.8314
10104,_26,0,2,O,9.4077,4.3172
10104,_27,0,1,C,9.5371,6.0444
10104,_28,0,1,C,11.0977,6.7959
10104,_29,0,1,C,7.0307,4.2708
10104,_30,0,2,O,14.0106,-3.1118
10104,_31,0,1,C,12.6854,-3.7623
10104,_32,0,4,N,8.5399,6.1191
10104,_33,0,1,C,10.1005,6.8707
10104,_34,0,1,C,11.661,7.6222
10104,_35,0,1,C,6.0525,4.0629
10104,_36,0,2,O,13.5798,-4.2096
10104,_37,0,1,C,12.1597,-4.6129
10104,_38,0,2,O,9.6666,7.7716
10104,_39,0,1,C,5.1272,3.6837
10104,_40,0,1,C,11.4906,-5.3561
10104,_41,0,1,C,4.2845,3.1453
10104,_42,0,1,C,10.6995,-5.9678
10104,_43,0,1,C,3.5514,2.4652
10104,_44,0,2,O,11.2379,-6.8105
10104,_45,0,1,C,9.8119,-6.4284
10104,_46,0,1,C,2.9516,1.665
10104,_47,0,1,C,8.8563,-6.7232
10104,_48,0,1,C,2.5043,0.7707
10104,_49,0,2,O,9.0643,-7.7013
10104,_50,0,1,C,7.8635,-6.8426
10104,_51,0,1,C,2.2239,-0.1892
10104,_52,0,1,C,6.8653,-6.7828
10104,_53,0,1,C,2.1194,-1.1837
10104,_54,0,2,O,6.7163,-7.7716
10104,_55,0,2,O,5.8938,-6.5457
10104,_56,0,1,C,2.1941,-2.1809
10104,_57,0,1,C,4.9803,-6.139
10104,_58,0,1,C,2.4457,-3.1488
10104,_59,0,1,C,4.4933,-7.0124
10104,_60,0,1,C,4.154,-5.5757
10104,_61,0,1,C,2.866,-4.0561
10104,_62,0,1,C,3.5189,-6.3481
10104,_63,0,1,C,3.4416,-4.8739
10104,_64,0,1,C,2,-4.5561
10104,_65,0,2,O,2.6788,-5.5205
9103,_1,0,2,O,3.2071,-1.9572
9103,_2,0,1,C,3.4659,-0.9913
9103,_3,0,1,C,5.198,0.0087
9103,_4,0,1,C,2.9659,-0.1253
9103,_5,0,1,C,4.7202,1.9572
9103,_6,0,1,C,7.0299,-0.7501
9103,_7,0,2,O,2,0.1335
9103,_8,0,1,C,5.4568,0.9746
9103,_9,0,2,O,7.5299,-1.6162
9103,_10,0,4,N,7.2887,0.2158
26416,_1,0,1,C,3.2601,-1.6149
26416,_2,0,1,C,2.9511,-0.6639
26416,_3,0,1,C,3.7601,-0.0761
26416,_4,0,4,N,4.5691,-0.6639
26416,_5,0,1,C,4.2601,-1.6149
26416,_6,0,2,O,2,-0.3548
26416,_7,0,2,O,2.6723,-2.4239
26416,_8,0,1,C,3.7601,0.9239
26416,_9,0,2,O,2.8941,1.4239
26416,_10,0,1,C,4.6261,1.4239
26416,_11,0,2,O,4.6261,2.4239
26416,_12,0,7,Cl,6.6261,0
27983,_1,0,1,C,17.019,-3.1397
27983,_2,0,1,C,17.019,-4.1397
27983,_3,0,1,C,16.1529,-4.6397
27983,_4,0,4,N,15.2869,-4.1397
27983,_5,0,1,C,15.2869,-3.1397
27983,_6,0,4,N,16.1529,-2.6397
27983,_7,0,1,C,17.885,-4.6397
27983,_8,0,2,O,16.1529,-5.6397
27983,_9,0,2,O,14.4209,-2.6397
27983,_10,0,1,C,16.1529,-1.6397
27983,_11,0,2,O,15.3439,-1.0519
27983,_12,0,1,C,15.653,-0.1008
27983,_13,0,1,C,16.653,-0.1008
27983,_14,0,1,C,16.962,-1.0519
27983,_15,0,22,F,17.2407,0.7082
27983,_16,0,1,C,15.0652,0.7082
27983,_17,0,2,O,14.0707,0.6037
27983,_18,0,1,C,13.4829,1.4127
27983,_19,0,2,O,13.8896,2.3262
27983,_20,0,1,C,12.4883,1.3082
27983,_21,0,1,C,11.9006,2.1172
27983,_22,0,1,C,10.906,2.0127
27983,_23,0,1,C,10.3183,2.8217
27983,_24,0,1,C,9.3237,2.7172
27983,_25,0,1,C,8.736,3.5262
27983,_26,0,1,C,7.7414,3.4217
27983,_27,0,1,C,7.1537,4.2307
27983,_28,0,1,C,6.1591,4.1261
27983,_29,0,1,C,5.5713,4.9352
27983,_30,0,1,C,4.5768,4.8306
27983,_31,0,4,N,3.989,5.6397
27983,_32,1,4,N,2.9945,5.5351
27983,_33,-1,4,N,2,5.4306
19051,_1,0,4,N,5.4641,-1.8988
19051,_2,0,2,O,7.9128,-3.7352
19051,_3,0,1,C,4.5981,-0.3988
19051,_4,0,1,C,3.7321,0.1012
19051,_5,0,1,C,2.866,-0.3988
19051,_6,0,1,C,2.866,-1.3988
19051,_7,0,1,C,3.732,-1.8988
19051,_8,0,1,C,4.5981,-1.3988
19051,_9,0,2,O,2.866,1.6012
19051,_10,0,2,O,4.5981,1.6012
19051,_11,0,7,Cl,2,0.1012
19051,_12,0,1,C,3.7321,1.1012
19051,_13,0,1,C,4.5981,2.6012
19051,_14,0,1,C,3.7321,3.1012
19051,_15,0,1,C,5.4641,-2.8988
19051,_16,0,5,S,4.5981,-3.3988
19051,_17,0,1,C,6.3301,-3.3988
19051,_18,0,1,C,7.2437,-2.9921
19051,_19,0,1,C,6.4346,-4.3933
19051,_20,0,1,C,7.4128,-4.6012
19051,_21,0,1,C,7.4516,-2.0139
19051,_22,0,1,C,5.4641,3.1012
19051,_23,0,1,C,5.4641,4.1012
19051,_24,0,1,C,4.5981,4.6012
19051,_25,0,1,C,3.7321,4.1012
5257,_1,0,2,O,3.7321,1.5
5257,_2,0,1,C,3.7321,0.5
5257,_3,0,2,O,2.866,0
5257,_4,0,1,C,4.5981,0
5257,_5,0,1,C,2.866,-1
5257,_6,0,5,S,4.5981,-1
5257,_7,0,2,O,2,-1.5
5257,_8,0,1,C,3.7321,-1.5
1622,_1,0,1,C,3.7321,0.567
1622,_2,0,5,S,2.866,0.067
1622,_3,0,1,C,4.5981,0.067
1622,_4,0,2,O,2,-0.433
1622,_5,0,2,O,3.366,-0.799
1622,_6,0,2,O,2.366,0.933
1622,_7,0,1,C,5.4641,0.567
1622,_8,0,1,C,4.5981,-0.933
1622,_9,0,2,O,6.3301,0.067
23754,_1,0,1,C,14.443,0.3958
23754,_2,0,1,C,14.443,1.3958
23754,_3,0,1,C,13.5769,-0.1042
23754,_4,0,1,C,12.7109,0.3958
23754,_5,0,1,C,12.7109,1.3958
23754,_6,0,1,C,13.577,1.8958
23754,_7,0,1,C,11.8449,-0.1042
23754,_8,0,1,C,10.9789,0.3958
23754,_9,0,1,C,10.9789,1.3958
23754,_10,0,1,C,11.8449,1.8958
23754,_11,0,4,N,10.1128,-0.1042
23754,_12,0,1,C,9.2468,0.3958
23754,_13,0,2,O,9.2468,1.3958
23754,_14,0,1,C,8.3808,-0.1042
23754,_15,0,1,C,7.4673,0.3026
23754,_16,0,4,N,8.2763,-1.0987
23754,_17,0,1,C,7.2981,-1.3066
23754,_18,0,1,C,6.7981,-0.4406
23754,_19,0,1,C,9.0194,-1.7678
23754,_20,0,4,N,5.8036,-0.336
23754,_21,0,1,C,5.2158,-1.1451
23754,_22,0,2,O,5.6225,-2.0586
23754,_23,0,1,C,4.2213,-1.0405
23754,_24,0,4,N,3.5522,-1.7837
23754,_25,0,1,C,3.7213,-0.1745
23754,_26,0,1,C,2.7431,-0.3824
23754,_27,0,1,C,2.6386,-1.3769
23754,_28,0,4,N,2,0.2867
23754,_29,0,1,C,3.7601,-2.7618
23754,_30,0,5,S,13.5769,-1.1042
23754,_31,0,2,O,13.5769,-2.1042
23754,_32,0,2,O,12.5769,-1.1042
23754,_33,0,2,O,14.5769,-1.1042
23754,_34,0,5,S,15.309,1.8958
23754,_35,0,2,O,16.175,2.3958
23754,_36,0,2,O,15.809,1.0298
23754,_37,0,2,O,14.809,2.7618
23754,_38,0,39,K,18.175,0
20696,_1,0,4,N,2,-0.25
20696,_2,0,1,C,2.866,0.25
20696,_3,0,4,N,3.7321,0.75
20696,_4,0,1,C,4.5981,0.25
20696,_5,0,4,N,5.4641,0.75
20696,_6,0,1,C,6.3301,0.25
20696,_7,0,1,C,7.1962,0.75
20696,_8,0,2,O,8.0622,0.25
20696,_9,0,4,N,4.5981,-0.75
22209,_1,0,1,C,6.4346,-4.0763
22209,_2,0,1,C,7.4128,-4.2842
22209,_3,0,1,C,6.3301,-3.0818
22209,_4,0,1,C,7.2437,-2.6751
22209,_5,0,2,O,7.9128,-3.4182
22209,_6,0,1,C,7.4516,-1.6969
22209,_7,0,1,C,5.4641,-2.5818
22209,_8,0,5,S,4.5981,-3.0818
22209,_9,0,4,N,5.4641,-1.5818
22209,_10,0,1,C,4.5981,-1.0818
22209,_11,0,1,C,3.732,-1.5818
22209,_12,0,1,C,4.5981,-0.0818
22209,_13,0,1,C,3.7321,0.4182
22209,_14,0,1,C,2.866,-1.0818
22209,_15,0,1,C,2.866,-0.0818
22209,_16,0,7,Cl,2,0.4182
22209,_17,0,1,C,3.7321,1.4182
22209,_18,0,2,O,2.866,1.9182
22209,_19,0,2,O,4.5981,1.9182
22209,_20,0,1,C,4.5981,2.9182
22209,_21,0,1,C,3.7321,3.4182
22209,_22,0,1,C,5.4641,3.4182
22209,_23,0,1,C,6.4641,3.4182
22209,_24,0,1,C,5.9641,4.2842
16370,_1,0,5,S,5.1935,0.6274
16370,_2,0,1,C,4.3845,0.0396
16370,_3,0,4,N,3.5755,0.6274
16370,_4,0,1,C,3.8845,1.5784
16370,_5,0,1,C,4.8845,1.5784
16370,_6,0,1,C,3.7967,-0.7694
16370,_7,0,1,C,2.9877,-0.1816
16370,_8,0,2,O,2,-0.3381
16370,_9,0,1,C,3.2089,-1.5784
16370,_10,0,1,C,4.6057,-1.3572
15210,_1,0,4,N,2.9511,-0.5969
15210,_2,0,4,N,3.2601,-1.5479
15210,_3,0,1,C,4.2601,-1.5479
15210,_4,0,4,N,4.5691,-0.5969
15210,_5,0,1,C,3.7601,-0.0091
15210,_6,0,1,C,2,-0.2878
15210,_7,0,4,N,4.8479,-2.3569
15210,_8,0,4,N,3.7601,0.9909
15210,_9,0,5,S,4.6261,1.4909
15210,_10,0,4,N,5.4921,1.9909
15210,_11,0,1,C,5.1261,0.6249
15210,_12,0,1,C,4.1261,2.3569
2188,_1,0,2,O,6.0799,0.5878
2188,_2,0,5,S,5.2709,0
2188,_3,0,2,O,6.0799,-0.5878
2188,_4,0,2,O,4.6831,0.809
2188,_5,0,2,O,4.6831,-0.809
2188,_6,0,1,C,3.7321,0.5
2188,_7,0,1,C,3.7321,-0.5
2188,_8,0,1,C,2.866,1
2188,_9,0,1,C,2.866,-1
2188,_10,0,1,C,2,0.5
2188,_11,0,1,C,2,-0.5
18432,_1,0,1,C,4.0981,1.4514
18432,_2,0,1,C,5.0981,1.4514
18432,_3,0,2,O,5.4071,0.5003
18432,_4,0,1,C,4.5981,-0.0875
18432,_5,0,1,C,3.7891,0.5003
18432,_6,0,4,N,4.5981,-1.0875
18432,_7,0,1,C,5.4641,-1.5875
18432,_8,0,4,N,5.4641,-2.5875
18432,_9,0,1,C,4.5981,-3.0875
18432,_10,0,1,C,3.732,-2.5875
18432,_11,0,1,C,3.7321,-1.5875
18432,_12,0,2,O,6.3301,-1.0875
18432,_13,0,2,O,4.5981,-4.0875
18432,_14,0,1,C,3.232,-3.4535
18432,_15,0,10,Br,2.732,-2.5875
18432,_16,0,2,O,2.866,-1.0875
18432,_17,0,1,C,5.6859,2.2604
18432,_18,0,2,O,6.6804,2.1558
18432,_19,0,4,N,3.5103,2.2604
18432,_20,1,4,N,3.917,3.1739
18432,_21,-1,4,N,4.3238,4.0875
18432,_22,0,1,C,2,-1.5875
38585,_1,0,1,C,3.7213,-1.3434
38585,_2,0,1,C,4.3612,0.8536
38585,_3,0,1,C,3.5522,0.2658
38585,_4,0,1,C,4.0521,1.8046
38585,_5,0,1,C,3.0521,1.8046
38585,_6,0,1,C,2.7431,0.8536
38585,_7,0,1,C,2.6386,-0.141
38585,_8,0,1,C,2.7431,-1.1355
38585,_9,0,1,C,4.3612,-0.322
38585,_10,0,2,O,5.2747,0.0847
38585,_11,0,2,O,2,-1.8046
16616,_1,0,1,C,2.866,1
16616,_2,0,2,O,2.866,2
16616,_3,0,1,C,2,0.5
16616,_4,0,1,C,2,-0.5
16616,_5,0,1,C,2.866,-1
16616,_6,0,2,O,2.866,-2
16616,_7,0,4,N,3.7321,-0.5
16616,_8,0,4,N,3.7321,0.5
16616,_9,0,1,C,4.5981,1
16616,_10,0,1,C,5.4641,0.5
16616,_11,0,1,C,5.4641,-0.5
16616,_12,0,1,C,4.5981,-1
