Date/time,Syslog priority,Operation,Message code,Protocol,Source IP,Destination IP,Source hostname,Destination hostname,Source port,Destination port,Destination service,Direction,Connections built,Connections torn down
05/Apr/2012 18:22:37,Info,Teardown,ASA-6-302014,TCP,172.23.10.47,10.32.0.209,(empty),(empty),1237,80,http,outbound,0,1
05/Apr/2012 18:22:37,Info,Built,ASA-6-302013,TCP,172.23.25.151,10.32.0.201,(empty),(empty),1190,80,http,outbound,1,0
05/Apr/2012 18:22:37,Info,Teardown,ASA-6-302014,TCP,172.23.0.132,10.32.0.206,(empty),(empty),1164,80,http,outbound,0,1
05/Apr/2012 18:22:37,Info,Built,ASA-6-302013,TCP,172.23.0.132,10.32.1.203,(empty),(empty),1167,80,http,outbound,1,0
05/Apr/2012 18:22:37,Info,Built,ASA-6-302013,TCP,172.23.26.73,10.32.1.203,(empty),(empty),1267,80,http,outbound,1,0
05/Apr/2012 18:22:37,Info,Teardown,ASA-6-302014,TCP,172.23.0.132,10.32.1.201,(empty),(empty),1165,80,http,outbound,0,1
05/Apr/2012 18:22:37,Info,Built,ASA-6-302013,TCP,172.23.15.218,10.32.1.206,(empty),(empty),1168,80,http,outbound,1,0
05/Apr/2012 18:22:37,Info,Teardown,ASA-6-302014,TCP,172.23.15.25,10.32.0.209,(empty),(empty),1166,80,http,outbound,0,1
05/Apr/2012 18:22:37,Info,Teardown,ASA-6-302014,TCP,172.23.31.20,10.32.1.203,(empty),(empty),1239,80,http,outbound,0,1
05/Apr/2012 18:22:37,Info,Built,ASA-6-302013,TCP,172.23.15.26,10.32.0.204,(empty),(empty),1169,80,http,outbound,1,0
05/Apr/2012 18:22:37,Info,Built,ASA-6-302013,TCP,172.23.10.119,10.32.0.206,(empty),(empty),1240,80,http,outbound,1,0
05/Apr/2012 18:22:37,Info,Teardown,ASA-6-302014,TCP,172.23.31.249,10.32.1.201,(empty),(empty),1240,80,http,outbound,0,1
05/Apr/2012 18:22:37,Info,Teardown,ASA-6-302014,TCP,172.23.25.151,10.32.0.201,(empty),(empty),1190,80,http,outbound,0,1
05/Apr/2012 18:22:37,Info,Teardown,ASA-6-302014,TCP,172.23.10.209,10.32.0.209,(empty),(empty),1238,80,http,outbound,0,1
05/Apr/2012 18:22:37,Info,Teardown,ASA-6-302014,TCP,172.23.44.66,10.32.0.204,(empty),(empty),1280,80,http,outbound,0,1
05/Apr/2012 18:22:37,Info,Teardown,ASA-6-302014,TCP,172.23.44.252,10.32.1.201,(empty),(empty),1279,80,http,outbound,0,1
05/Apr/2012 18:22:37,Info,Teardown,ASA-6-302014,TCP,172.23.14.239,10.32.0.202,(empty),(empty),1142,80,http,outbound,0,1
05/Apr/2012 18:22:37,Info,Built,ASA-6-302013,TCP,172.23.22.157,10.32.0.202,(empty),(empty),1269,80,http,outbound,1,0
05/Apr/2012 18:22:37,Info,Built,ASA-6-302013,TCP,172.23.25.152,10.32.0.206,(empty),(empty),1191,80,http,outbound,1,0
05/Apr/2012 18:22:37,Info,Teardown,ASA-6-302014,TCP,172.23.0.132,10.32.1.203,(empty),(empty),1167,80,http,outbound,0,1
05/Apr/2012 18:22:37,Info,Teardown,ASA-6-302014,TCP,172.23.44.60,10.32.1.202,(empty),(empty),1281,80,http,outbound,0,1
05/Apr/2012 18:22:37,Info,Teardown,ASA-6-302014,TCP,172.23.25.152,10.32.0.206,(empty),(empty),1191,80,http,outbound,0,1
05/Apr/2012 18:22:37,Info,Teardown,ASA-6-302014,TCP,172.23.25.154,10.32.1.203,(empty),(empty),1189,80,http,outbound,0,1
05/Apr/2012 18:22:37,Info,Built,ASA-6-302013,TCP,172.23.0.132,10.32.0.204,(empty),(empty),1170,80,http,outbound,1,0
05/Apr/2012 18:22:37,Info,Built,ASA-6-302013,TCP,172.23.18.249,10.32.1.204,(empty),(empty),1236,80,http,outbound,1,0
05/Apr/2012 18:22:37,Info,Built,ASA-6-302013,TCP,172.23.18.107,10.32.1.204,(empty),(empty),1237,80,http,outbound,1,0
05/Apr/2012 18:22:37,Info,Built,ASA-6-302013,TCP,172.23.10.118,10.32.0.206,(empty),(empty),1241,80,http,outbound,1,0
05/Apr/2012 18:22:37,Info,Teardown,ASA-6-302014,TCP,172.23.26.254,10.32.0.205,(empty),(empty),1265,80,http,outbound,0,1
05/Apr/2012 18:22:37,Info,Built,ASA-6-302013,TCP,172.23.18.240,10.32.0.206,(empty),(empty),1238,80,http,outbound,1,0
05/Apr/2012 18:22:37,Info,Teardown,ASA-6-302014,TCP,172.23.15.218,10.32.1.206,(empty),(empty),1168,80,http,outbound,0,1
05/Apr/2012 18:22:37,Info,Teardown,ASA-6-302014,TCP,172.23.14.66,10.32.0.202,(empty),(empty),1146,80,http,outbound,0,1
05/Apr/2012 18:22:37,Info,Teardown,ASA-6-302014,TCP,172.23.14.238,10.32.0.206,(empty),(empty),1144,80,http,outbound,0,1
05/Apr/2012 18:22:37,Info,Teardown,ASA-6-302014,TCP,172.23.10.193,10.32.1.201,(empty),(empty),1239,80,http,outbound,0,1
05/Apr/2012 18:22:37,Info,Teardown,ASA-6-302014,TCP,172.23.15.26,10.32.0.204,(empty),(empty),1169,80,http,outbound,0,1
05/Apr/2012 18:22:37,Info,Teardown,ASA-6-302014,TCP,172.23.0.131,10.32.0.209,(empty),(empty),1145,80,http,outbound,0,1
05/Apr/2012 18:22:37,Info,Teardown,ASA-6-302014,TCP,172.23.22.254,10.32.1.206,(empty),(empty),1266,80,http,outbound,0,1
05/Apr/2012 18:22:37,Info,Teardown,ASA-6-302014,TCP,172.23.0.132,10.32.0.204,(empty),(empty),1170,80,http,outbound,0,1
05/Apr/2012 18:22:37,Info,Built,ASA-6-302013,TCP,172.23.26.202,10.32.1.202,(empty),(empty),1268,80,http,outbound,1,0
05/Apr/2012 18:22:37,Info,Built,ASA-6-302013,TCP,172.23.10.41,10.32.1.206,(empty),(empty),1242,80,http,outbound,1,0
05/Apr/2012 18:22:37,Info,Teardown,ASA-6-302014,TCP,172.23.10.119,10.32.0.206,(empty),(empty),1240,80,http,outbound,0,1
05/Apr/2012 18:22:37,Info,Teardown,ASA-6-302014,TCP,172.23.26.75,10.32.1.206,(empty),(empty),1266,80,http,outbound,0,1
05/Apr/2012 18:22:37,Info,Built,ASA-6-302013,TCP,172.23.10.43,10.32.1.201,(empty),(empty),1243,80,http,outbound,1,0
05/Apr/2012 18:22:37,Info,Built,ASA-6-302013,TCP,172.23.26.79,10.32.0.209,(empty),(empty),1269,80,http,outbound,1,0
05/Apr/2012 18:22:37,Info,Teardown,ASA-6-302014,TCP,172.23.10.118,10.32.0.206,(empty),(empty),1241,80,http,outbound,0,1
05/Apr/2012 18:22:37,Info,Teardown,ASA-6-302014,TCP,172.23.26.79,10.32.0.209,(empty),(empty),1269,80,http,outbound,0,1
05/Apr/2012 18:22:37,Info,Built,ASA-6-302013,TCP,172.23.10.207,10.32.1.203,(empty),(empty),1244,80,http,outbound,1,0
05/Apr/2012 18:22:37,Info,Teardown,ASA-6-302014,TCP,172.23.18.246,10.32.1.201,(empty),(empty),1233,80,http,outbound,0,1
05/Apr/2012 18:22:37,Info,Teardown,ASA-6-302014,TCP,172.23.26.202,10.32.1.202,(empty),(empty),1268,80,http,outbound,0,1
05/Apr/2012 18:22:37,Info,Built,ASA-6-302013,TCP,172.23.22.177,10.32.0.205,(empty),(empty),1270,80,http,outbound,1,0
05/Apr/2012 18:22:37,Info,Teardown,ASA-6-302014,TCP,172.23.26.73,10.32.1.203,(empty),(empty),1267,80,http,outbound,0,1
05/Apr/2012 18:22:37,Info,Built,ASA-6-302013,TCP,172.23.26.250,10.32.1.201,(empty),(empty),1270,80,http,outbound,1,0
05/Apr/2012 18:22:37,Info,Teardown,ASA-6-302014,TCP,172.23.14.123,10.32.0.206,(empty),(empty),1147,80,http,outbound,0,1
05/Apr/2012 18:22:37,Info,Teardown,ASA-6-302014,TCP,172.23.22.177,10.32.0.205,(empty),(empty),1270,80,http,outbound,0,1
05/Apr/2012 18:22:37,Info,Teardown,ASA-6-302014,TCP,172.23.10.41,10.32.1.206,(empty),(empty),1242,80,http,outbound,0,1
05/Apr/2012 18:22:37,Info,Teardown,ASA-6-302014,TCP,172.23.14.232,10.32.0.205,(empty),(empty),1148,80,http,outbound,0,1
05/Apr/2012 18:22:37,Info,Built,ASA-6-302013,TCP,172.23.14.121,10.32.0.206,(empty),(empty),1156,80,http,outbound,1,0
05/Apr/2012 18:22:37,Info,Built,ASA-6-302013,TCP,172.23.10.46,10.32.1.202,(empty),(empty),1245,80,http,outbound,1,0
05/Apr/2012 18:22:37,Info,Teardown,ASA-6-302014,TCP,172.23.18.245,10.32.0.205,(empty),(empty),1234,80,http,outbound,0,1
05/Apr/2012 18:22:37,Info,Teardown,ASA-6-302014,TCP,172.23.14.230,10.32.0.201,(empty),(empty),1149,80,http,outbound,0,1
05/Apr/2012 18:22:37,Info,Teardown,ASA-6-302014,TCP,172.23.14.127,10.32.1.203,(empty),(empty),1150,80,http,outbound,0,1
05/Apr/2012 18:22:37,Info,Teardown,ASA-6-302014,TCP,172.23.14.233,10.32.0.204,(empty),(empty),1152,80,http,outbound,0,1
05/Apr/2012 18:22:37,Info,Teardown,ASA-6-302014,TCP,172.23.14.68,10.32.0.201,(empty),(empty),1151,80,http,outbound,0,1
05/Apr/2012 18:22:37,Info,Teardown,ASA-6-302014,TCP,172.23.14.120,10.32.1.201,(empty),(empty),1154,80,http,outbound,0,1
05/Apr/2012 18:22:37,Info,Teardown,ASA-6-302014,TCP,172.23.14.234,10.32.1.201,(empty),(empty),1153,80,http,outbound,0,1
05/Apr/2012 18:22:37,Info,Teardown,ASA-6-302014,TCP,172.23.18.97,10.32.1.203,(empty),(empty),1235,80,http,outbound,0,1
05/Apr/2012 18:22:37,Info,Teardown,ASA-6-302014,TCP,172.23.14.237,10.32.1.202,(empty),(empty),1155,80,http,outbound,0,1
05/Apr/2012 18:22:37,Info,Teardown,ASA-6-302014,TCP,172.23.10.43,10.32.1.201,(empty),(empty),1243,80,http,outbound,0,1
05/Apr/2012 18:22:37,Info,Teardown,ASA-6-302014,TCP,172.23.18.107,10.32.1.204,(empty),(empty),1237,80,http,outbound,0,1
05/Apr/2012 18:22:37,Info,Teardown,ASA-6-302014,TCP,172.23.18.249,10.32.1.204,(empty),(empty),1236,80,http,outbound,0,1
05/Apr/2012 18:22:37,Info,Built,ASA-6-302013,TCP,172.23.10.113,10.32.1.206,(empty),(empty),1246,80,http,outbound,1,0
05/Apr/2012 18:22:37,Info,Teardown,ASA-6-302014,TCP,172.23.22.157,10.32.0.202,(empty),(empty),1269,80,http,outbound,0,1
05/Apr/2012 18:22:37,Info,Built,ASA-6-302013,TCP,172.23.14.65,10.32.1.204,(empty),(empty),1157,80,http,outbound,1,0
05/Apr/2012 18:22:37,Info,Built,ASA-6-302013,TCP,172.23.14.61,10.32.0.206,(empty),(empty),1158,80,http,outbound,1,0
05/Apr/2012 18:22:37,Info,Built,ASA-6-302013,TCP,172.23.22.253,10.32.1.201,(empty),(empty),1271,80,http,outbound,1,0
05/Apr/2012 18:22:37,Info,Teardown,ASA-6-302014,TCP,172.23.10.207,10.32.1.203,(empty),(empty),1244,80,http,outbound,0,1
05/Apr/2012 18:22:37,Info,Built,ASA-6-302013,TCP,172.23.14.124,10.32.0.204,(empty),(empty),1159,80,http,outbound,1,0
05/Apr/2012 18:22:37,Info,Teardown,ASA-6-302014,TCP,172.23.18.240,10.32.0.206,(empty),(empty),1238,80,http,outbound,0,1
05/Apr/2012 18:22:37,Info,Built,ASA-6-302013,TCP,172.23.14.63,10.32.0.206,(empty),(empty),1160,80,http,outbound,1,0
05/Apr/2012 18:22:37,Info,Built,ASA-6-302013,TCP,172.23.14.60,10.32.0.204,(empty),(empty),1161,80,http,outbound,1,0
05/Apr/2012 18:22:37,Info,Built,ASA-6-302013,TCP,172.23.14.122,10.32.1.202,(empty),(empty),1162,80,http,outbound,1,0
05/Apr/2012 18:22:37,Info,Built,ASA-6-302013,TCP,172.23.10.111,10.32.1.202,(empty),(empty),1247,80,http,outbound,1,0
05/Apr/2012 18:22:38,Info,Built,ASA-6-302013,TCP,172.23.14.64,10.32.1.201,(empty),(empty),1163,80,http,outbound,1,0
05/Apr/2012 18:22:38,Info,Teardown,ASA-6-302014,TCP,172.23.10.46,10.32.1.202,(empty),(empty),1245,80,http,outbound,0,1
05/Apr/2012 18:22:38,Info,Built,ASA-6-302013,TCP,172.23.22.151,10.32.1.206,(empty),(empty),1272,80,http,outbound,1,0
05/Apr/2012 18:22:38,Info,Teardown,ASA-6-302014,TCP,172.23.26.250,10.32.1.201,(empty),(empty),1270,80,http,outbound,0,1
05/Apr/2012 18:22:38,Info,Built,ASA-6-302013,TCP,172.23.10.112,10.32.0.209,(empty),(empty),1248,80,http,outbound,1,0
05/Apr/2012 18:22:38,Info,Teardown,ASA-6-302014,TCP,172.23.10.113,10.32.1.206,(empty),(empty),1246,80,http,outbound,0,1
05/Apr/2012 18:22:38,Info,Built,ASA-6-302013,TCP,172.23.14.125,10.32.1.202,(empty),(empty),1164,80,http,outbound,1,0
05/Apr/2012 18:22:38,Info,Teardown,ASA-6-302014,TCP,172.23.10.111,10.32.1.202,(empty),(empty),1247,80,http,outbound,0,1
05/Apr/2012 18:22:38,Info,Teardown,ASA-6-302014,TCP,172.23.14.121,10.32.0.206,(empty),(empty),1156,80,http,outbound,0,1
05/Apr/2012 18:22:38,Info,Teardown,ASA-6-302014,TCP,172.23.14.65,10.32.1.204,(empty),(empty),1157,80,http,outbound,0,1
05/Apr/2012 18:22:38,Info,Teardown,ASA-6-302014,TCP,172.23.14.63,10.32.0.206,(empty),(empty),1160,80,http,outbound,0,1
05/Apr/2012 18:22:38,Info,Teardown,ASA-6-302014,TCP,172.23.14.124,10.32.0.204,(empty),(empty),1159,80,http,outbound,0,1
05/Apr/2012 18:22:38,Info,Teardown,ASA-6-302014,TCP,172.23.14.60,10.32.0.204,(empty),(empty),1161,80,http,outbound,0,1
05/Apr/2012 18:22:38,Info,Teardown,ASA-6-302014,TCP,172.23.14.61,10.32.0.206,(empty),(empty),1158,80,http,outbound,0,1
05/Apr/2012 18:22:38,Info,Teardown,ASA-6-302014,TCP,172.23.14.122,10.32.1.202,(empty),(empty),1162,80,http,outbound,0,1
05/Apr/2012 18:22:38,Info,Teardown,ASA-6-302014,TCP,172.23.14.64,10.32.1.201,(empty),(empty),1163,80,http,outbound,0,1
05/Apr/2012 18:22:38,Info,Teardown,ASA-6-302014,TCP,172.23.14.125,10.32.1.202,(empty),(empty),1164,80,http,outbound,0,1
05/Apr/2012 18:22:38,Info,Built,ASA-6-302013,TCP,172.23.14.236,10.32.0.204,(empty),(empty),1165,80,http,outbound,1,0
05/Apr/2012 18:22:38,Info,Teardown,ASA-6-302014,TCP,172.23.10.112,10.32.0.209,(empty),(empty),1248,80,http,outbound,0,1
05/Apr/2012 18:22:38,Info,Teardown,ASA-6-302014,TCP,172.23.14.236,10.32.0.204,(empty),(empty),1165,80,http,outbound,0,1
05/Apr/2012 18:22:38,Info,Built,ASA-6-302013,TCP,172.23.14.69,10.32.0.206,(empty),(empty),1166,80,http,outbound,1,0
05/Apr/2012 18:22:38,Info,Teardown,ASA-6-302014,TCP,172.23.14.69,10.32.0.206,(empty),(empty),1166,80,http,outbound,0,1
05/Apr/2012 18:22:38,Info,Built,ASA-6-302013,TCP,172.23.0.131,10.32.0.201,(empty),(empty),1167,80,http,outbound,1,0
05/Apr/2012 18:22:38,Info,Teardown,ASA-6-302014,TCP,172.23.0.131,10.32.0.201,(empty),(empty),1167,80,http,outbound,0,1
05/Apr/2012 18:22:38,Info,Built,ASA-6-302013,TCP,172.23.14.126,10.32.0.204,(empty),(empty),1169,80,http,outbound,1,0
05/Apr/2012 18:22:38,Info,Built,ASA-6-302013,TCP,172.23.14.235,10.32.1.206,(empty),(empty),1168,80,http,outbound,1,0
05/Apr/2012 18:22:38,Info,Teardown,ASA-6-302014,TCP,172.23.14.126,10.32.0.204,(empty),(empty),1169,80,http,outbound,0,1
05/Apr/2012 18:22:38,Info,Built,ASA-6-302013,TCP,172.23.14.67,10.32.0.206,(empty),(empty),1171,80,http,outbound,1,0
05/Apr/2012 18:22:38,Info,Built,ASA-6-302013,TCP,172.23.14.231,10.32.1.204,(empty),(empty),1170,80,http,outbound,1,0
05/Apr/2012 18:22:38,Info,Teardown,ASA-6-302014,TCP,172.23.14.67,10.32.0.206,(empty),(empty),1171,80,http,outbound,0,1
05/Apr/2012 18:22:38,Info,Teardown,ASA-6-302014,TCP,172.23.14.231,10.32.1.204,(empty),(empty),1170,80,http,outbound,0,1
05/Apr/2012 18:22:38,Info,Teardown,ASA-6-302014,TCP,172.23.14.235,10.32.1.206,(empty),(empty),1168,80,http,outbound,0,1
05/Apr/2012 18:22:38,Info,Built,ASA-6-302013,TCP,172.23.21.106,10.32.0.204,(empty),(empty),1216,80,http,outbound,1,0
05/Apr/2012 18:22:38,Info,Built,ASA-6-302013,TCP,172.23.21.244,10.32.1.202,(empty),(empty),1217,80,http,outbound,1,0
05/Apr/2012 18:22:38,Info,Built,ASA-6-302013,TCP,172.23.21.91,10.32.0.209,(empty),(empty),1218,80,http,outbound,1,0
05/Apr/2012 18:22:38,Info,Built,ASA-6-302013,TCP,172.23.21.181,10.32.0.205,(empty),(empty),1219,80,http,outbound,1,0
05/Apr/2012 18:22:38,Info,Built,ASA-6-302013,TCP,172.23.21.95,10.32.0.204,(empty),(empty),1220,80,http,outbound,1,0
05/Apr/2012 18:22:38,Info,Built,ASA-6-302013,TCP,172.23.21.186,10.32.1.201,(empty),(empty),1221,80,http,outbound,1,0
05/Apr/2012 18:22:38,Info,Built,ASA-6-302013,TCP,172.23.22.153,10.32.0.201,(empty),(empty),1273,80,http,outbound,1,0
05/Apr/2012 18:22:38,Info,Built,ASA-6-302013,TCP,172.23.21.107,10.32.1.201,(empty),(empty),1222,80,http,outbound,1,0
05/Apr/2012 18:22:38,Info,Teardown,ASA-6-302014,TCP,172.23.21.106,10.32.0.204,(empty),(empty),1216,80,http,outbound,0,1
05/Apr/2012 18:22:38,Info,Teardown,ASA-6-302014,TCP,172.23.21.244,10.32.1.202,(empty),(empty),1217,80,http,outbound,0,1
05/Apr/2012 18:22:38,Info,Teardown,ASA-6-302014,TCP,172.23.21.181,10.32.0.205,(empty),(empty),1219,80,http,outbound,0,1
05/Apr/2012 18:22:38,Info,Teardown,ASA-6-302014,TCP,172.23.21.91,10.32.0.209,(empty),(empty),1218,80,http,outbound,0,1
05/Apr/2012 18:22:38,Info,Teardown,ASA-6-302014,TCP,172.23.21.95,10.32.0.204,(empty),(empty),1220,80,http,outbound,0,1
05/Apr/2012 18:22:38,Info,Built,ASA-6-302013,TCP,172.23.21.204,10.32.0.205,(empty),(empty),1223,80,http,outbound,1,0
05/Apr/2012 18:22:38,Info,Teardown,ASA-6-302014,TCP,172.23.21.186,10.32.1.201,(empty),(empty),1221,80,http,outbound,0,1
05/Apr/2012 18:22:38,Info,Built,ASA-6-302013,TCP,172.23.22.150,10.32.0.205,(empty),(empty),1274,80,http,outbound,1,0
05/Apr/2012 18:22:38,Info,Built,ASA-6-302013,TCP,172.23.21.109,10.32.1.203,(empty),(empty),1224,80,http,outbound,1,0
05/Apr/2012 18:22:38,Info,Teardown,ASA-6-302014,TCP,172.23.21.107,10.32.1.201,(empty),(empty),1222,80,http,outbound,0,1
05/Apr/2012 18:22:38,Info,Built,ASA-6-302013,TCP,172.23.22.174,10.32.0.202,(empty),(empty),1275,80,http,outbound,1,0
05/Apr/2012 18:22:38,Info,Teardown,ASA-6-302014,TCP,172.23.22.168,10.32.0.209,(empty),(empty),1267,80,http,outbound,0,1
05/Apr/2012 18:22:38,Info,Built,ASA-6-302013,TCP,172.23.21.241,10.32.0.204,(empty),(empty),1225,80,http,outbound,1,0
05/Apr/2012 18:22:38,Info,Built,ASA-6-302013,TCP,172.23.21.108,10.32.1.204,(empty),(empty),1226,80,http,outbound,1,0
05/Apr/2012 18:22:38,Info,Teardown,ASA-6-302014,TCP,172.23.21.204,10.32.0.205,(empty),(empty),1223,80,http,outbound,0,1
05/Apr/2012 18:22:38,Info,Built,ASA-6-302013,TCP,172.23.21.97,10.32.0.209,(empty),(empty),1227,80,http,outbound,1,0
05/Apr/2012 18:22:38,Info,Teardown,ASA-6-302014,TCP,172.23.21.109,10.32.1.203,(empty),(empty),1224,80,http,outbound,0,1
05/Apr/2012 18:22:38,Info,Teardown,ASA-6-302014,TCP,172.23.21.241,10.32.0.204,(empty),(empty),1225,80,http,outbound,0,1
05/Apr/2012 18:22:38,Info,Built,ASA-6-302013,TCP,172.23.21.246,10.32.0.201,(empty),(empty),1228,80,http,outbound,1,0
05/Apr/2012 18:22:38,Info,Teardown,ASA-6-302014,TCP,172.23.21.108,10.32.1.204,(empty),(empty),1226,80,http,outbound,0,1
05/Apr/2012 18:22:38,Info,Built,ASA-6-302013,TCP,172.23.21.187,10.32.1.204,(empty),(empty),1229,80,http,outbound,1,0
05/Apr/2012 18:22:38,Info,Teardown,ASA-6-302014,TCP,172.23.21.97,10.32.0.209,(empty),(empty),1227,80,http,outbound,0,1
05/Apr/2012 18:22:38,Info,Built,ASA-6-302013,TCP,172.23.21.247,10.32.0.201,(empty),(empty),1230,80,http,outbound,1,0
05/Apr/2012 18:22:38,Info,Teardown,ASA-6-302014,TCP,172.23.21.246,10.32.0.201,(empty),(empty),1228,80,http,outbound,0,1
05/Apr/2012 18:22:39,Info,Built,ASA-6-302013,TCP,172.23.21.184,10.32.0.201,(empty),(empty),1231,80,http,outbound,1,0
05/Apr/2012 18:22:39,Info,Built,ASA-6-302013,TCP,172.23.21.185,10.32.0.205,(empty),(empty),1232,80,http,outbound,1,0
05/Apr/2012 18:22:39,Info,Built,ASA-6-302013,TCP,172.23.21.188,10.32.0.202,(empty),(empty),1233,80,http,outbound,1,0
05/Apr/2012 18:22:39,Info,Built,ASA-6-302013,TCP,172.23.21.242,10.32.0.209,(empty),(empty),1234,80,http,outbound,1,0
05/Apr/2012 18:22:39,Info,Built,ASA-6-302013,TCP,172.23.21.182,10.32.1.204,(empty),(empty),1235,80,http,outbound,1,0
05/Apr/2012 18:22:39,Info,Built,ASA-6-302013,TCP,172.23.21.92,10.32.0.201,(empty),(empty),1236,80,http,outbound,1,0
05/Apr/2012 18:22:39,Info,Built,ASA-6-302013,TCP,172.23.21.96,10.32.1.206,(empty),(empty),1237,80,http,outbound,1,0
05/Apr/2012 18:22:39,Info,Built,ASA-6-302013,TCP,172.23.21.249,10.32.0.209,(empty),(empty),1238,80,http,outbound,1,0
05/Apr/2012 18:22:39,Info,Built,ASA-6-302013,TCP,172.23.21.183,10.32.1.202,(empty),(empty),1239,80,http,outbound,1,0
05/Apr/2012 18:22:39,Info,Teardown,ASA-6-302014,TCP,172.23.21.187,10.32.1.204,(empty),(empty),1229,80,http,outbound,0,1
05/Apr/2012 18:22:39,Info,Built,ASA-6-302013,TCP,172.23.21.189,10.32.0.205,(empty),(empty),1240,80,http,outbound,1,0
05/Apr/2012 18:22:39,Info,Built,ASA-6-302013,TCP,172.23.22.176,10.32.1.203,(empty),(empty),1276,80,http,outbound,1,0
05/Apr/2012 18:22:39,Info,Built,ASA-6-302013,TCP,172.23.21.248,10.32.1.203,(empty),(empty),1241,80,http,outbound,1,0
05/Apr/2012 18:22:39,Info,Teardown,ASA-6-302014,TCP,172.23.22.253,10.32.1.201,(empty),(empty),1271,80,http,outbound,0,1
05/Apr/2012 18:22:39,Info,Teardown,ASA-6-302014,TCP,172.23.22.151,10.32.1.206,(empty),(empty),1272,80,http,outbound,0,1
05/Apr/2012 18:22:39,Info,Built,ASA-6-302013,TCP,172.23.21.90,10.32.1.206,(empty),(empty),1242,80,http,outbound,1,0
05/Apr/2012 18:22:39,Info,Built,ASA-6-302013,TCP,172.23.22.56,10.32.0.205,(empty),(empty),1277,80,http,outbound,1,0
05/Apr/2012 18:22:39,Info,Teardown,ASA-6-302014,TCP,172.23.21.247,10.32.0.201,(empty),(empty),1230,80,http,outbound,0,1
05/Apr/2012 18:22:39,Info,Teardown,ASA-6-302014,TCP,172.23.22.153,10.32.0.201,(empty),(empty),1273,80,http,outbound,0,1
05/Apr/2012 18:22:39,Info,Teardown,ASA-6-302014,TCP,172.23.22.150,10.32.0.205,(empty),(empty),1274,80,http,outbound,0,1
05/Apr/2012 18:22:39,Info,Teardown,ASA-6-302014,TCP,172.23.22.174,10.32.0.202,(empty),(empty),1275,80,http,outbound,0,1
05/Apr/2012 18:22:39,Info,Teardown,ASA-6-302014,TCP,172.23.21.184,10.32.0.201,(empty),(empty),1231,80,http,outbound,0,1
05/Apr/2012 18:22:39,Info,Teardown,ASA-6-302014,TCP,172.23.21.185,10.32.0.205,(empty),(empty),1232,80,http,outbound,0,1
05/Apr/2012 18:22:39,Info,Built,ASA-6-302013,TCP,172.23.22.53,10.32.0.206,(empty),(empty),1278,80,http,outbound,1,0
05/Apr/2012 18:22:39,Info,Teardown,ASA-6-302014,TCP,172.23.21.188,10.32.0.202,(empty),(empty),1233,80,http,outbound,0,1
05/Apr/2012 18:22:39,Info,Teardown,ASA-6-302014,TCP,172.23.21.242,10.32.0.209,(empty),(empty),1234,80,http,outbound,0,1
05/Apr/2012 18:22:39,Info,Teardown,ASA-6-302014,TCP,172.23.21.92,10.32.0.201,(empty),(empty),1236,80,http,outbound,0,1
05/Apr/2012 18:22:39,Info,Teardown,ASA-6-302014,TCP,172.23.21.182,10.32.1.204,(empty),(empty),1235,80,http,outbound,0,1
05/Apr/2012 18:22:39,Info,Built,ASA-6-302013,TCP,172.23.21.180,10.32.0.204,(empty),(empty),1243,80,http,outbound,1,0
05/Apr/2012 18:22:39,Info,Teardown,ASA-6-302014,TCP,172.23.21.96,10.32.1.206,(empty),(empty),1237,80,http,outbound,0,1
05/Apr/2012 18:22:39,Info,Teardown,ASA-6-302014,TCP,172.23.21.248,10.32.1.203,(empty),(empty),1241,80,http,outbound,0,1
05/Apr/2012 18:22:39,Info,Teardown,ASA-6-302014,TCP,172.23.21.183,10.32.1.202,(empty),(empty),1239,80,http,outbound,0,1
05/Apr/2012 18:22:39,Info,Teardown,ASA-6-302014,TCP,172.23.21.249,10.32.0.209,(empty),(empty),1238,80,http,outbound,0,1
05/Apr/2012 18:22:39,Info,Teardown,ASA-6-302014,TCP,172.23.21.189,10.32.0.205,(empty),(empty),1240,80,http,outbound,0,1
05/Apr/2012 18:22:39,Info,Teardown,ASA-6-302014,TCP,172.23.21.90,10.32.1.206,(empty),(empty),1242,80,http,outbound,0,1
05/Apr/2012 18:22:39,Info,Teardown,ASA-6-302014,TCP,172.23.22.176,10.32.1.203,(empty),(empty),1276,80,http,outbound,0,1
05/Apr/2012 18:22:39,Info,Built,ASA-6-302013,TCP,172.23.22.179,10.32.1.202,(empty),(empty),1279,80,http,outbound,1,0
05/Apr/2012 18:22:39,Info,Built,ASA-6-302013,TCP,172.23.21.245,10.32.0.206,(empty),(empty),1244,80,http,outbound,1,0
05/Apr/2012 18:22:39,Info,Built,ASA-6-302013,TCP,172.23.21.243,10.32.0.209,(empty),(empty),1245,80,http,outbound,1,0
05/Apr/2012 18:22:39,Info,Teardown,ASA-6-302014,TCP,172.23.21.180,10.32.0.204,(empty),(empty),1243,80,http,outbound,0,1
05/Apr/2012 18:22:39,Info,Teardown,ASA-6-302014,TCP,172.23.21.245,10.32.0.206,(empty),(empty),1244,80,http,outbound,0,1
05/Apr/2012 18:22:39,Info,Teardown,ASA-6-302014,TCP,172.23.22.56,10.32.0.205,(empty),(empty),1277,80,http,outbound,0,1
